MONTH,STEP_CODE,CNT,QTY
'201411,"[12,14)",1,12
'200611,"[18,20)","20,485","387,219"
'200611,"[14,16)","40,274","601,879"
'200503,"[ 3, 4)",111,385
'200604,"[ 5, 6)",445,"2,439"
'200606,"[ 2, 3)",699,"1,736"
'200606,"( 0, 1)","2,360",869
'200603,"[30,35)",136,"4,391"
'200509,"[14,16)",133,"1,987"
'200310,"[ 0, 0]",910,0
'200607,"[45,50)",65,"3,097"
'200404,"( 0, 1)",238,80
'200410,"[25,30)",47,"1,268"
'199611,"[ 9,10)",2,19
'199709,"[ 0, 0]",148,0
'199211,"[ 1, 2)",5,8
'200206,"[ 2, 3)",28,72
'199302,"[ 3, 4)",4,14
'199401,"[ 9,10)",1,10
'199507,"[ 9,10)",1,10
'199309,"[ 1, 2)",6,9
'200107,"[ 1, 2)",11,15
'200206,"[ 1, 2)",19,28
'200004,"( 0, 1)",31,6
'200104,"( 0, 1)",42,9
'200206,"[ 8, 9)",20,169
'200005,"( 0, 1)",32,7
'200103,"[ 2, 3)",12,30
'199908,"[ 2, 3)",7,18
'200704,"[35,40)","7,237","269,044"
'199206,"[ 2, 3)",5,13
'199804,"[ 2, 3)",6,15
'199509,"[ 2, 3)",6,15
'199801,"[30,35)",2,66
'199801,"[ 7, 8)",2,14
'200712,"[ 3, 4)","109,855","384,439"
'200801,"[45,50)","2,251","106,504"
'200202,"[30,35)",6,190
'199611,"[ 5, 6)",1,5
'200807,"[ 6, 7)","103,953","675,111"
'200808,"[ 8, 9)","100,943","857,035"
'200903,"[ 1, 2)","116,505","168,806"
'200812,"[18,20)","56,518","1,069,897"
'200907,"[ 9,10)","94,553","897,018"
'200904,"[16,18)","80,108","1,355,327"
'200904,"[18,20)","55,279","1,045,056"
'200909,"[ 4, 5)","115,983","520,505"
'200912,"[ 8, 9)","103,318","878,170"
'199404,"[20,25)",2,47
'201001,"[10,12)","183,318","2,008,358"
'201003,"[20,25)","75,759","1,673,022"
'201012,"[25,30)","22,542","610,866"
'201101,"[ 7, 8)","109,116","817,117"
'201011,"[12,14)","139,103","1,799,112"
'201101,"[14,16)","106,872","1,595,972"
'201108,"[40,45)","6,306","266,791"
'201112,"[ 7, 8)","110,528","826,859"
'201106,"[16,18)","77,404","1,310,291"
'201110,"[ 8, 9)","104,454","886,304"
'201108,"[20,25)","78,332","1,734,726"
'201201,"[ 8, 9)","107,342","910,405"
'198602,"[ 6, 7)",1,7
'198909,"[ 6, 7)",1,7
'201201,"[20,25)","55,696","1,227,661"
'201205,"[30,35)","12,876","414,813"
'201208,"[ 9,10)","93,699","888,958"
'201212,"[ 3, 4)","115,182","402,079"
'201212,"[30,35)","7,268","233,744"
'201304,"[ 1, 2)","116,048","170,863"
'201305,"[30,35)","12,554","404,174"
'201307,"[25,30)","31,498","855,342"
'201309,"[ 3, 4)","119,409","416,830"
'201310,"[ 7, 8)","105,316","788,646"
'201308,"[12,14)","131,163","1,698,131"
'201402,"[18,20)","30,355","573,831"
'201408,"[ 3, 4)","100,875","352,286"
'201408,"( 0, 1)","130,942","68,773"
'200608,"[ 1, 2)","1,496","2,208"
'200501,"[ 3, 4)",93,323
'200608,"[ 8, 9)",874,"7,410"
'200506,"( 0, 1)",442,147
'200605,"[18,20)",300,"5,684"
'200605,"[25,30)",284,"7,704"
'200212,"[12,14)",35,454
'200307,"[ 2, 3)",44,112
'199304,"[ 9,10)",2,19
'199703,"[ 9,10)",1,10
'199710,"[ 9,10)",1,10
'199806,"[ 0, 0]",150,0
'200004,"[ 0, 0]",165,0
'199603,"[ 1, 2)",6,9
'199404,"[ 0, 0]",142,0
'200207,"[25,30)",10,269
'200104,"[ 4, 5)",9,40
'200210,"[ 2, 3)",33,84
'199909,"[25,30)",2,56
'199903,"[ 9,10)",1,10
'199601,"[ 1, 2)",6,9
'200110,"( 0, 1)",47,11
'200301,"[14,16)",20,301
'200205,"[ 8, 9)",26,219
'199807,"[ 2, 3)",7,18
'199808,"[ 2, 3)",7,18
'199504,"( 0, 1)",21,4
'199706,"( 0, 1)",21,4
'199802,"( 0, 1)",23,5
'200706,"[ 1, 2)","102,751","151,997"
'200703,"[50,..)","8,969","1,368,081"
'199703,"[ 2, 3)",6,15
'200011,"[10,12)",3,35
'200709,"[ 0, 0]","129,705",0
'200302,"[35,40)",9,342
'200009,"[ 6, 7)",3,20
'200004,"[30,35)",3,97
'199701,"[30,35)",2,66
'200711,"[30,35)","12,671","407,005"
'199411,"[ 5, 6)",1,5
'199305,"[ 5, 6)",1,6
'199612,"[ 5, 6)",1,6
'200802,"[40,45)","2,869","121,447"
'199505,"[16,18)",2,33
'199511,"[14,16)",1,16
'199607,"[16,18)",2,33
'200807,"[35,40)","10,882","405,499"
'200808,"[30,35)","18,390","592,740"
'200805,"[16,18)","89,678","1,520,432"
'199504,"[12,14)",1,13
'200011,"[12,14)",3,40
'200812,"( 0, 1)","141,432","71,323"
'200906,"[ 0, 0]","145,252",0
'200907,"( 0, 1)","134,258","69,591"
'199212,"[30,35)",1,34
'199403,"[30,35)",1,34
'199607,"[ 8, 9)",1,9
'199707,"[ 3, 4)",3,10
'201005,"[ 3, 4)","109,842","383,920"
'201008,"[ 0, 0]","152,857",0
'199302,"[ 9,10)",1,9
'201009,"[12,14)","132,874","1,718,914"
'201103,"[25,30)","23,634","640,301"
'201106,"[30,35)","14,897","478,823"
'201108,"[35,40)","10,011","372,979"
'201112,"[ 1, 2)","121,906","177,249"
'201108,"[12,14)","136,561","1,767,731"
'201111,"[16,18)","73,329","1,240,739"
'201205,"[14,16)","110,978","1,657,328"
'201208,"[ 8, 9)","99,469","845,627"
'201211,"[45,50)","1,473","69,690"
'201302,"[40,45)","1,427","60,441"
'201210,"[18,20)","53,774","1,017,925"
'201304,"[ 2, 3)","112,490","280,416"
'201302,"[10,12)","170,222","1,861,670"
'198008,"[ 0, 0]",1,0
'198411,"[ 0, 0]",1,0
'201405,"[40,45)","2,887","121,900"
'201409,"[ 5, 6)","66,403","363,350"
'201410,"[40,45)",762,"32,264"
'201410,"[ 2, 3)","32,863","82,120"
'200505,"[10,12)",156,"1,702"
'200504,"[ 3, 4)",108,379
'200507,"[ 5, 6)",128,701
'200607,"[ 5, 6)",678,"3,714"
'200210,"( 0, 1)",103,31
'200601,"[16,18)",174,"2,955"
'200409,"[ 9,10)",50,475
'200509,"[45,50)",19,904
'200012,"[ 3, 4)",6,20
'200201,"[ 2, 3)",20,50
'200502,"[18,20)",42,789
'200501,"[35,40)",28,"1,036"
'200309,"[20,25)",36,812
'200106,"[ 0, 0]",215,0
'199307,"[ 1, 2)",5,8
'199911,"[ 1, 2)",8,11
'200406,"[ 1, 2)",74,105
'199411,"[25,30)",1,26
'199710,"[ 4, 5)",4,18
'200009,"[ 4, 5)",6,27
'200207,"[ 8, 9)",27,227
'200311,"[35,40)",15,556
'199203,"( 0, 1)",17,2
'199312,"( 0, 1)",22,4
'200706,"[ 2, 3)","105,635","263,374"
'200006,"[10,12)",3,35
'200008,"[10,12)",2,22
'200004,"[ 6, 7)",3,20
'199807,"[ 7, 8)",2,14
'200801,"[30,35)","11,959","384,702"
'199306,"[ 5, 6)",1,5
'199502,"[ 5, 6)",1,5
'200803,"[ 4, 5)","109,004","490,051"
'200803,"[ 1, 2)","110,016","164,911"
'200712,"[20,25)","79,770","1,761,795"
'199506,"[14,16)",1,16
'199806,"[14,16)",2,31
'200109,"[14,16)",8,120
'200112,"[20,25)",7,149
'200202,"[35,40)",5,192
'200807,"[50,..)","17,944","2,281,894"
'200807,"( 0, 1)","125,577","62,214"
'201404,"[ 0, 0]","232,013",0
'199906,"[18,20)",1,19
'200810,"[ 0, 0]","130,154",0
'199508,"[12,14)",1,14
'199312,"[12,14)",1,14
'200909,"[ 9,10)","96,814","916,954"
'200910,"( 0, 1)","133,901","69,130"
'199810,"[ 8, 9)",1,9
'199811,"[ 8, 9)",1,8
'199608,"[ 8, 9)",1,9
'201002,"[40,45)","2,105","88,979"
'201004,"[ 9,10)","99,128","938,991"
'199609,"[ 3, 4)",2,7
'201004,"[18,20)","56,877","1,075,270"
'201009,"[25,30)","27,023","732,728"
'201009,"[ 3, 4)","115,985","405,076"
'201007,"[18,20)","55,210","1,045,330"
'201010,"[16,18)","77,433","1,310,932"
'201102,"[ 6, 7)","119,808","776,265"
'201104,"[ 7, 8)","107,553","805,167"
'201106,"[ 4, 5)","115,100","516,322"
'201106,"[ 2, 3)","118,393","294,828"
'201109,"[18,20)","51,722","978,388"
'201112,"[25,30)","22,228","603,075"
'201111,"[40,45)","3,252","137,441"
'201110,"[30,35)","13,277","427,703"
'200008,"[14,16)",4,61
'199906,"[16,18)",1,16
'201201,"[50,..)","5,421","1,313,798"
'199011,"[ 6, 7)",1,7
'199310,"[ 7, 8)",1,7
'198612,"[ 7, 8)",1,7
'199302,"[ 6, 7)",1,7
'201208,"[ 5, 6)","110,044","603,941"
'201209,"[ 7, 8)","105,753","792,144"
'201302,"[30,35)","4,448","143,111"
'201303,"[ 1, 2)","118,051","173,810"
'201306,"[25,30)","27,815","753,538"
'201306,"[16,18)","73,463","1,243,742"
'201401,"[ 1, 2)","117,621","172,288"
'201407,"[50,..)","9,734","1,133,427"
'201409,"[ 0, 0]","150,681",0
'201409,"[ 8, 9)","58,543","497,126"
'200611,"[50,..)","3,350","363,808"
'200612,"[ 5, 6)","77,737","424,637"
'200611,"[ 6, 7)","40,834","264,695"
'200612,"[45,50)","1,514","71,674"
'200607,"[ 0, 0]","7,895",0
'200612,"[35,40)","4,203","156,569"
'200606,"[ 5, 6)",581,"3,185"
'200609,"[ 5, 6)","1,201","6,580"
'200603,"( 0, 1)","1,777",639
'200603,"[ 7, 8)",403,"3,031"
'200608,"[18,20)",626,"11,836"
'200404,"[30,35)",26,840
'200402,"( 0, 1)",231,77
'200312,"[ 0, 0]",939,0
'200512,"[16,18)",147,"2,496"
'200405,"[25,30)",42,"1,129"
'200304,"[ 3, 4)",34,119
'200605,"[40,45)",60,"2,554"
'200401,"[35,40)",20,745
'200602,"[40,45)",34,"1,448"
'199208,"[ 0, 0]",139,0
'199608,"[ 9,10)",1,10
'199410,"[ 1, 2)",5,8
'199310,"[25,30)",2,53
'199706,"[25,30)",1,26
'200302,"[20,25)",18,403
'199205,"[ 4, 5)",4,18
'199603,"[ 4, 5)",4,18
'200109,"[ 4, 5)",10,45
'199806,"[ 9,10)",2,19
'199408,"[25,30)",2,53
'199203,"[ 1, 2)",3,5
'200401,"[45,50)",7,337
'200206,"[10,12)",22,241
'200209,"[10,12)",26,284
'200204,"[14,16)",16,237
'199708,"( 0, 1)",22,4
'200207,"[16,18)",10,170
'200705,"[40,45)","5,377","227,380"
'200110,"[12,14)",9,117
'200105,"[16,18)",6,101
'200705,"( 0, 1)","110,842","55,903"
'199202,"[ 2, 3)",5,12
'200706,"[20,25)","93,271","2,063,320"
'199904,"[10,12)",3,35
'200706,"[14,16)","113,575","1,697,496"
'200710,"[ 2, 3)","107,932","269,101"
'199406,"[30,35)",2,64
'199501,"[30,35)",2,66
'200712,"[ 1, 2)","108,629","162,821"
'199901,"[ 5, 6)",1,6
'200004,"[ 5, 6)",4,22
'199207,"[ 5, 6)",1,6
'199605,"[ 5, 6)",1,6
'199503,"[16,18)",2,33
'199602,"[14,16)",2,31
'199704,"[14,16)",1,16
'199907,"[16,18)",2,33
'200809,"[ 0, 0]","127,577",0
'200810,"[ 2, 3)","109,952","275,108"
'200810,"[30,35)","15,513","499,834"
'200002,"[12,14)",4,52
'199302,"[12,14)",1,12
'199805,"[12,14)",1,14
'199706,"[20,25)",3,68
'200111,"[20,25)",6,130
'200904,"[ 8, 9)","104,408","885,800"
'200905,"[10,12)","176,891","1,941,447"
'200905,"[16,18)","89,107","1,508,562"
'200910,"[ 7, 8)","106,003","793,837"
'200909,"[12,14)","141,063","1,825,707"
'200105,"[14,16)",6,91
'200101,"[ 8, 9)",1,9
'199511,"[ 8, 9)",1,8
'199807,"[ 3, 4)",3,10
'199405,"[ 3, 4)",3,10
'201006,"[ 0, 0]","148,896",0
'201004,"[14,16)","111,593","1,666,571"
'199501,"[10,12)",1,10
'199901,"[10,12)",1,10
'201101,"( 0, 1)","152,092","77,208"
'201104,"[ 6, 7)","110,474","716,149"
'201110,"[ 1, 2)","119,636","174,894"
'201202,"[50,..)","4,523","2,188,749"
'201110,"[20,25)","73,462","1,623,268"
'201110,"[16,18)","79,603","1,347,189"
'201203,"[30,35)","8,199","263,660"
'198412,"[ 7, 8)",1,7
'201206,"[35,40)","8,165","304,087"
'201304,"[ 9,10)","96,462","913,872"
'201305,"[ 2, 3)","107,535","268,960"
'198810,"[ 0, 0]",1,0
'199111,"[ 0, 0]",1,0
'201306,"[30,35)","13,257","426,009"
'201308,"[50,..)","12,508","1,660,851"
'201308,"[30,35)","15,030","484,067"
'201310,"[ 3, 4)","114,465","399,935"
'201402,"[20,25)","32,978","724,464"
'201404,"[30,35)","7,385","236,853"
'201404,"[45,50)","1,314","62,182"
'201407,"[40,45)","4,014","169,926"
'201405,"[10,12)","157,292","1,726,493"
'200603,"[ 0, 0]","5,616",0
'200601,"[50,..)",203,"52,108"
'200511,"[14,16)",173,"2,589"
'200405,"[50,..)",58,"17,954"
'200409,"[ 7, 8)",74,557
'200601,"[ 7, 8)",227,"1,702"
'200511,"[ 7, 8)",178,"1,331"
'200701,"[45,50)","2,389","113,109"
'200410,"[ 9,10)",56,533
'200603,"[40,45)",55,"2,337"
'200212,"[35,40)",9,336
'200302,"[ 7, 8)",35,261
'200303,"[ 2, 3)",35,89
'200312,"[20,25)",43,961
'199408,"[ 0, 0]",141,0
'199912,"[ 9,10)",1,10
'200202,"[ 8, 9)",7,59
'199609,"[ 0, 0]",142,0
'200304,"[ 9,10)",27,256
'199710,"[ 0, 0]",147,0
'199405,"[ 1, 2)",5,8
'199702,"[ 1, 2)",6,10
'199711,"[ 1, 2)",7,10
'199205,"[25,30)",2,53
'199501,"[ 4, 5)",4,18
'199510,"[ 4, 5)",4,18
'199503,"[25,30)",2,53
'199905,"[25,30)",2,53
'199309,"[ 9,10)",2,19
'199710,"( 0, 1)",22,4
'199810,"( 0, 1)",23,5
'200205,"[16,18)",9,153
'200208,"[16,18)",10,170
'200301,"[16,18)",16,273
'200109,"[12,14)",6,77
'200107,"[16,18)",6,101
'200106,"[ 6, 7)",5,33
'200409,"[40,45)",10,421
'200407,"[40,45)",12,512
'200710,"[ 3, 4)","108,251","378,048"
'199507,"[30,35)",2,66
'199605,"[30,35)",2,66
'199901,"[ 7, 8)",2,14
'199802,"[ 5, 6)",2,11
'199909,"[ 5, 6)",1,5
'199410,"[ 5, 6)",1,6
'200803,"[ 6, 7)","104,452","678,557"
'200804,"[ 9,10)","95,331","903,038"
'200803,"( 0, 1)","130,106","66,859"
'200803,"[12,14)","149,290","1,934,552"
'200803,"[20,25)","81,406","1,797,587"
'200806,"( 0, 1)","125,795","62,087"
'200810,"[ 3, 4)","113,934","398,300"
'200811,"[30,35)","11,771","378,093"
'200810,"[45,50)","3,714","175,914"
'200812,"[45,50)","2,173","102,956"
'200209,"[35,40)",3,113
'199504,"[20,25)",3,68
'200009,"[40,45)",1,42
'200905,"[ 9,10)","98,474","935,128"
'200906,"[10,12)","176,886","1,935,296"
'199705,"[ 8, 9)",1,9
'199802,"[ 7, 8)",1,8
'201002,"[ 0, 0]","159,229",0
'199402,"[ 4, 5)",2,9
'199503,"[ 3, 4)",3,10
'199801,"[ 3, 4)",3,10
'201008,"[10,12)","165,001","1,807,200"
'199307,"[10,12)",1,10
'201009,"[16,18)","70,384","1,191,343"
'201101,"[35,40)","4,517","168,190"
'201011,"[16,18)","71,431","1,208,724"
'201103,"( 0, 1)","139,756","69,903"
'201105,"[ 2, 3)","113,167","282,643"
'201108,"[ 9,10)","96,801","917,551"
'201107,"[ 2, 3)","116,997","291,758"
'201111,"[45,50)","2,114","99,924"
'201202,"[40,45)","1,699","71,750"
'198410,"[ 7, 8)",1,7
'199108,"[ 7, 8)",1,7
'199206,"[ 6, 7)",1,7
'201204,"[14,16)","106,068","1,583,596"
'201208,"[ 2, 3)","115,749","289,023"
'201210,"[ 1, 2)","115,349","171,447"
'201212,"[ 2, 3)","112,858","281,275"
'198603,"[ 0, 0]",1,0
'198908,"[ 0, 0]",1,0
'199106,"[ 0, 0]",1,0
'201306,"[20,25)","69,713","1,539,687"
'201310,"[45,50)","1,863","88,241"
'201309,"( 0, 1)","154,626","79,295"
'201312,"[ 8, 9)","103,664","880,228"
'201312,"[14,16)","101,214","1,512,104"
'201408,"[ 2, 3)","100,311","250,824"
'200511,"[10,12)",264,"2,891"
'200606,"[10,12)",966,"10,590"
'200608,"[10,12)","1,551","17,033"
'200505,"[35,40)",39,"1,445"
'200508,"[ 4, 5)",141,633
'200410,"[30,35)",28,905
'200505,"[25,30)",85,"2,312"
'200210,"[ 7, 8)",34,253
'200404,"[ 0, 0]","1,059",0
'200506,"[ 4, 5)",113,507
'200312,"[ 3, 4)",52,179
'200406,"[ 5, 6)",77,423
'200111,"[ 2, 3)",21,54
'199706,"[ 9,10)",2,19
'199612,"[ 4, 5)",4,18
'199801,"[ 4, 5)",4,18
'200011,"[ 4, 5)",7,31
'200212,"[ 7, 8)",34,253
'200702,"[ 7, 8)","108,321","809,783"
'200003,"( 0, 1)",32,7
'200612,"[12,14)","108,818","1,409,039"
'199204,"( 0, 1)",16,2
'199611,"( 0, 1)",21,4
'199812,"( 0, 1)",23,5
'199704,"( 0, 1)",21,4
'200704,"[ 1, 2)","100,701","151,908"
'200704,"[ 8, 9)","96,434","819,008"
'200106,"[50,..)",5,464
'200210,"[16,18)",15,257
'200705,"[35,40)","9,270","345,099"
'200301,"[20,25)",18,394
'200303,"[20,25)",20,444
'200111,"[10,12)",6,67
'200112,"[10,12)",6,65
'200107,"[10,12)",5,54
'200705,"[25,30)","41,916","1,138,199"
'200706,"[ 0, 0]","128,398",0
'200103,"[16,18)",6,101
'200207,"[20,25)",14,311
'200704,"[20,25)","85,551","1,887,876"
'200706,"[50,..)","15,065","1,893,557"
'200706,"[12,14)","144,347","1,869,254"
'200709,"[40,45)","6,024","254,668"
'200208,"[40,45)",5,215
'199910,"[30,35)",4,131
'199502,"[ 6, 7)",2,13
'199708,"[30,35)",2,66
'199809,"[ 6, 7)",3,20
'199401,"[ 5, 6)",1,6
'199708,"[ 5, 6)",1,6
'200801,"[20,25)","77,489","1,710,348"
'199612,"[16,18)",2,33
'200207,"[40,45)",4,172
'200804,"[50,..)","9,930","1,595,950"
'200011,"[18,20)",4,75
'200812,"[ 8, 9)","103,816","881,637"
'200812,"[ 2, 3)","110,511","276,581"
'199708,"[12,14)",1,14
'199812,"[12,14)",1,14
'199410,"[20,25)",2,44
'199910,"[50,..)",1,145
'200904,"[ 6, 7)","110,225","714,773"
'199912,"[40,45)",1,44
'200905,"[ 5, 6)","107,152","588,315"
'200907,"[18,20)","59,440","1,125,600"
'200909,"[10,12)","177,580","1,942,421"
'199408,"[20,25)",1,22
'201005,"[ 0, 0]","151,988",0
'199510,"[10,12)",1,10
'201101,"[30,35)","9,167","294,895"
'201103,"[35,40)","4,764","177,310"
'201104,"[35,40)","4,911","182,786"
'201108,"[ 4, 5)","115,135","516,078"
'201108,"[ 7, 8)","108,460","812,591"
'201104,"[10,12)","178,176","1,948,128"
'201105,"[12,14)","145,821","1,889,434"
'199504,"[16,18)",1,16
'201202,"[30,35)","5,426","174,657"
'201111,"[10,12)","183,644","2,008,701"
'201202,"[16,18)","59,282","1,003,162"
'201210,"[ 8, 9)","101,684","863,639"
'198203,"[ 0, 0]",1,0
'198408,"[ 0, 0]",1,0
'201308,"[ 7, 8)","105,763","793,033"
'201303,"[50,..)","5,347","1,144,368"
'201310,"[16,18)","74,787","1,265,930"
'201407,"[18,20)","46,016","871,075"
'201406,"[10,12)","155,063","1,695,909"
'201408,"[50,..)","9,517","1,090,380"
'200502,"[10,12)",125,"1,379"
'200607,"[ 3, 4)",718,"2,508"
'200602,"[ 2, 3)",469,"1,158"
'200609,"[45,50)",114,"5,417"
'200409,"[ 8, 9)",54,457
'200601,"[ 8, 9)",200,"1,696"
'200603,"[18,20)",240,"4,551"
'200604,"[16,18)",340,"5,771"
'200603,"[12,14)",596,"7,724"
'200511,"[12,14)",210,"2,726"
'200501,"[ 5, 6)",95,525
'200601,"[ 5, 6)",247,"1,354"
'200206,"[ 0, 0]",394,0
'200403,"[ 0, 0]","1,018",0
'200505,"[12,14)",135,"1,760"
'200509,"[ 7, 8)",159,"1,190"
'200601,"[20,25)",248,"5,477"
'200507,"[14,16)",105,"1,579"
'200311,"[ 9,10)",41,389
'200208,"[45,50)",2,95
'200404,"[ 3, 4)",58,204
'200310,"[ 4, 5)",47,210
'200309,"[16,18)",25,427
'200305,"[ 9,10)",26,247
'200311,"[18,20)",19,362
'199210,"[25,30)",2,53
'199711,"[25,30)",1,26
'199309,"[ 4, 5)",4,18
'199606,"[ 4, 5)",4,18
'200702,"[ 0, 0]","128,770",0
'200208,"[50,..)",22,"2,013"
'199909,"[ 2, 3)",7,18
'200203,"[14,16)",11,166
'199311,"( 0, 1)",21,4
'200203,"[16,18)",9,153
'200705,"[ 8, 9)","94,069","798,407"
'199401,"[ 2, 3)",5,12
'199704,"[ 2, 3)",6,15
'199302,"[ 2, 3)",4,10
'200006,"[ 6, 7)",3,20
'200711,"( 0, 1)","128,682","65,635"
'199905,"[ 5, 6)",1,6
'199409,"[14,16)",1,16
'199507,"[16,18)",2,33
'199611,"[14,16)",1,16
'200110,"[18,20)",5,97
'200805,"( 0, 1)","123,970","62,989"
'200804,"[20,25)","80,598","1,778,408"
'200808,"[35,40)","10,434","388,817"
'200809,"[ 8, 9)","103,351","877,210"
'200809,"[35,40)","8,841","329,515"
'200810,"[ 5, 6)","109,321","600,493"
'200903,"[ 0, 0]","151,762",0
'200901,"[16,18)","79,932","1,354,005"
'200907,"[35,40)","10,822","403,391"
'200908,"[ 2, 3)","115,437","288,898"
'200909,"[14,16)","104,779","1,565,643"
'199206,"[30,35)",1,33
'199509,"[ 8, 9)",1,8
'199908,"[ 8, 9)",1,9
'201004,"[ 3, 4)","118,287","412,817"
'199912,"[ 3, 4)",3,10
'201006,"[ 7, 8)","103,166","772,580"
'201005,"[10,12)","176,816","1,940,751"
'201009,"[ 0, 0]","153,778",0
'199303,"[10,12)",1,10
'199605,"[10,12)",1,10
'199801,"[10,12)",1,10
'201008,"[14,16)","99,535","1,487,357"
'201101,"[50,..)","6,800","1,372,538"
'201101,"[20,25)","63,118","1,391,164"
'201108,"[30,35)","17,692","569,728"
'201103,"[20,25)","65,588","1,445,586"
'201104,"[20,25)","62,684","1,380,042"
'201109,"[ 8, 9)","105,477","895,473"
'201111,"[50,..)","7,852","1,452,185"
'199808,"[ 6, 7)",1,6
'199812,"[ 6, 7)",1,6
'198402,"[ 6, 7)",1,7
'198507,"[ 7, 8)",1,7
'198606,"[ 6, 7)",1,7
'199104,"[ 6, 7)",1,7
'201209,"[ 0, 0]","206,835",0
'201210,"[ 7, 8)","104,910","786,068"
'201211,"[35,40)","4,069","151,415"
'201302,"[20,25)","34,868","766,023"
'198002,"[ 0, 0]",1,0
'198205,"[ 0, 0]",1,0
'198901,"[ 0, 0]",1,0
'201303,"[14,16)","103,855","1,551,245"
'198109,"[ 0, 0]",1,0
'201309,"[ 5, 6)","111,166","608,996"
'201401,"[40,45)","1,674","70,800"
'201403,"[ 3, 4)","107,328","375,546"
'201305,"[18,20)","57,370","1,086,378"
'201409,"[ 2, 3)","70,492","175,916"
'201409,"[50,..)","5,163","1,101,239"
'201410,"[16,18)","19,514","330,330"
'201410,"[18,20)","13,312","251,965"
'200504,"[10,12)",129,"1,408"
'200506,"[ 5, 6)",121,664
'200509,"[ 9,10)",130,"1,237"
'200510,"[ 8, 9)",131,"1,110"
'200501,"[30,35)",37,"1,196"
'200202,"[ 6, 7)",7,46
'200505,"[ 7, 8)",115,860
'200410,"( 0, 1)",284,93
'200603,"[35,40)",108,"4,020"
'200501,"[18,20)",38,713
'200508,"[20,25)",143,"3,170"
'200501,"[10,12)",113,"1,232"
'200506,"[14,16)",98,"1,467"
'200310,"[ 6, 7)",51,330
'200304,"[ 5, 6)",54,298
'200403,"[ 4, 5)",57,255
'199211,"[ 9,10)",2,19
'199212,"[ 9,10)",1,10
'199812,"[ 0, 0]",149,0
'200107,"[ 0, 0]",225,0
'199402,"[ 1, 2)",5,9
'199905,"[ 1, 2)",7,10
'200010,"[25,30)",5,133
'199912,"[ 4, 5)",5,23
'199601,"[ 4, 5)",4,18
'200406,"[35,40)",19,706
'199507,"[25,30)",2,53
'200008,"[25,30)",5,133
'200105,"[ 9,10)",2,19
'200702,"[40,45)","2,718","114,944"
'200208,"[ 8, 9)",28,236
'200304,"[ 8, 9)",25,212
'200011,"[ 2, 3)",10,26
'199812,"[ 2, 3)",7,18
'199408,"( 0, 1)",22,4
'199503,"( 0, 1)",22,4
'200704,"[ 3, 4)","110,330","385,355"
'200212,"[20,25)",18,394
'200706,"[35,40)","10,087","375,553"
'199306,"[ 2, 3)",5,13
'200411,"[40,45)",10,421
'200201,"[ 5, 6)",9,48
'200405,"[40,45)",10,428
'200711,"[35,40)","6,341","236,079"
'199503,"[ 7, 8)",2,14
'199803,"[ 7, 8)",2,14
'199812,"[ 7, 8)",2,14
'199907,"[ 7, 8)",2,14
'199511,"[30,35)",2,64
'199904,"[30,35)",2,64
'199806,"[ 5, 6)",1,5
'199707,"[ 5, 6)",1,6
'200804,"[ 2, 3)","110,316","275,231"
'200805,"[ 9,10)","94,381","895,807"
'200805,"[ 6, 7)","102,451","665,341"
'200805,"[20,25)","92,139","2,039,235"
'200810,"[ 6, 7)","106,897","694,009"
'200807,"[10,12)","169,412","1,859,122"
'200304,"[35,40)",6,225
'199609,"[12,14)",1,13
'199511,"[12,14)",1,13
'199603,"[12,14)",1,14
'200902,"[ 7, 8)","116,854","873,674"
'199612,"[20,25)",2,44
'199811,"[20,25)",4,88
'199905,"[20,25)",3,65
'200006,"[20,25)",5,108
'200904,"[ 3, 4)","118,239","412,430"
'200005,"[40,45)",1,44
'199304,"[30,35)",1,33
'200006,"[ 8, 9)",1,8
'201001,"[ 4, 5)","113,026","506,705"
'200912,"[12,14)","148,284","1,920,729"
'201004,"[ 2, 3)","114,346","284,369"
'200007,"[ 3, 4)",5,17
'201009,"[30,35)","13,033","418,938"
'201103,"[ 6, 7)","110,847","719,164"
'201109,"[ 2, 3)","118,773","296,317"
'201108,"[50,..)","16,258","2,511,914"
'201102,"[16,18)","59,420","1,004,824"
'201112,"[10,12)","182,592","2,000,097"
'198405,"[ 7, 8)",1,7
'201301,"[45,50)","1,253","59,292"
'201201,"[10,12)","178,758","1,958,369"
'201204,"[20,25)","63,090","1,389,155"
'201207,"[ 0, 0]","197,397",0
'201211,"[20,25)","56,400","1,241,460"
'201208,"[18,20)","54,164","1,025,935"
'201302,"[ 2, 3)","125,910","314,662"
'201303,"[ 9,10)","99,584","945,302"
'198006,"[ 0, 0]",1,0
'198106,"[ 0, 0]",1,0
'198706,"[ 0, 0]",1,0
'198709,"[ 0, 0]",1,0
'201401,"[ 6, 7)","109,205","707,395"
'201404,"[ 9,10)","89,196","844,681"
'200612,"[ 0, 0]","106,747",0
'200611,"[12,14)","53,356","690,701"
'200605,"[30,35)",167,"5,394"
'200512,"[ 3, 4)",213,738
'200512,"[35,40)",69,"2,571"
'200507,"[ 0, 0]","2,027",0
'200602,"[12,14)",482,"6,244"
'200508,"[25,30)",105,"2,863"
'200205,"[ 7, 8)",22,163
'200312,"[ 7, 8)",50,374
'200203,"( 0, 1)",56,15
'200309,"[ 8, 9)",31,263
'200407,"[ 6, 7)",61,395
