MONTH,STEP_CODE,CNT,QTY
'200507,"[40,45)",25,"1,058"
'200510,"[40,45)",28,"1,182"
'199501,"[ 1, 2)",5,8
'199612,"[ 1, 2)",6,9
'200208,"[ 1, 2)",19,28
'199202,"[20,25)",3,70
'199209,"[25,30)",1,26
'199312,"[ 4, 5)",4,18
'199607,"[ 4, 5)",4,18
'199809,"[ 4, 5)",4,18
'200311,"[ 7, 8)",55,414
'199808,"[ 4, 5)",4,18
'199306,"[ 9,10)",2,19
'199412,"[ 9,10)",1,10
'200702,"[ 3, 4)","114,904","400,730"
'200311,"[ 6, 7)",52,338
'200301,"[ 6, 7)",35,227
'200103,"( 0, 1)",40,8
'200112,"[ 8, 9)",4,34
'200704,"[ 7, 8)","100,313","751,830"
'199506,"[ 2, 3)",6,15
'199312,"[ 2, 3)",5,12
'200005,"[10,12)",2,22
'200709,"[ 7, 8)","100,956","756,492"
'200710,"[45,50)","3,272","154,908"
'199711,"[30,35)",2,64
'200801,"[25,30)","28,792","780,249"
'199208,"[ 5, 6)",1,6
'199404,"[ 5, 6)",1,5
'199408,"[ 5, 6)",1,6
'199804,"[ 5, 6)",1,5
'200803,"[ 5, 6)","107,403","589,885"
'199412,"[16,18)",1,16
'199510,"[16,18)",2,33
'199605,"[16,18)",2,33
'199609,"[14,16)",1,16
'200006,"[14,16)",6,91
'200802,"[10,12)","180,234","1,974,960"
'200805,"[ 0, 0]","124,382",0
'200107,"[20,25)",6,126
'200111,"[18,20)",7,133
'200006,"[18,20)",4,75
'200810,"[ 7, 8)","104,341","782,177"
'200811,"[25,30)","25,936","702,554"
'200809,"[14,16)","106,308","1,588,709"
'199409,"[12,14)",1,13
'200811,"( 0, 1)","134,522","67,952"
'200003,"[20,25)",4,86
'200811,"[12,14)","146,603","1,897,898"
'200009,"[20,25)",5,108
'200903,"( 0, 1)","132,425","66,141"
'200905,"[40,45)","4,956","209,659"
'200903,"[16,18)","82,506","1,396,373"
'200911,"[ 5, 6)","113,349","621,206"
'201004,"[ 7, 8)","108,018","808,484"
'199306,"[ 3, 4)",2,7
'201007,"[45,50)","4,001","189,485"
'201008,"[ 3, 4)","112,839","393,438"
'199812,"[10,12)",1,10
'201012,"[ 1, 2)","117,961","171,241"
'201012,"[30,35)","9,348","300,699"
'201102,"[35,40)","3,207","119,524"
'201103,"[50,..)","6,733","1,274,729"
'201107,"[12,14)","138,545","1,794,259"
'201105,"[50,..)","8,313","1,609,490"
'201110,"( 0, 1)","136,293","68,294"
'201202,"[ 9,10)","104,455","991,566"
'199710,"[ 6, 7)",1,6
'199901,"[ 6, 7)",1,6
'201203,"[45,50)","1,411","66,775"
'199004,"[ 6, 7)",1,7
'199208,"[ 7, 8)",1,7
'198803,"[ 7, 8)",1,7
'199001,"[ 7, 8)",1,7
'201205,"[10,12)","175,080","1,921,548"
'201209,"[ 5, 6)","110,893","607,436"
'201208,"[50,..)","15,061","2,335,274"
'201304,"[35,40)","4,581","170,464"
'198104,"[ 0, 0]",1,0
'198110,"[ 0, 0]",1,0
'198503,"[ 0, 0]",1,0
'201309,"[ 1, 2)","115,244","172,435"
'201309,"[45,50)","2,690","127,283"
'201311,"[ 4, 5)","115,178","516,992"
'201312,"[50,..)","5,188","1,145,319"
'201403,"[14,16)","97,030","1,448,746"
'201408,"[ 5, 6)","97,085","531,721"
'201408,"[ 8, 9)","86,650","735,766"
'201409,"[20,25)","31,871","702,981"
'201411,"[ 5, 6)",2,11
'200611,"[ 1, 2)","42,868","65,558"
'200612,"( 0, 1)","93,651","52,694"
'200612,"[ 4, 5)","77,564","346,148"
'200503,"[ 5, 6)",101,556
'200504,"[ 5, 6)",113,621
'200602,"[30,35)",115,"3,716"
'200403,"[ 8, 9)",51,428
'200512,"[18,20)",124,"2,354"
'200402,"[ 0, 0]","1,002",0
'200304,"( 0, 1)",118,37
'200406,"[18,20)",27,511
'200406,"[ 9,10)",48,456
'200312,"[ 4, 5)",51,228
'200209,"[ 2, 3)",30,78
'200308,"[ 2, 3)",45,114
'200311,"[14,16)",34,505
'200409,"[14,16)",52,777
'200403,"[20,25)",47,"1,050"
'199311,"[ 0, 0]",141,0
'199508,"[ 0, 0]",141,0
'200308,"[ 9,10)",35,333
'199803,"[ 0, 0]",148,0
'200010,"[ 0, 0]",169,0
'199311,"[ 1, 2)",6,9
'200010,"[ 1, 2)",10,14
'199610,"[ 0, 0]",141,0
'199211,"[25,30)",1,26
'199411,"[ 4, 5)",4,18
'200012,"[ 4, 5)",7,31
'199609,"[25,30)",1,26
'200207,"[10,12)",27,291
'200404,"[ 6, 7)",60,390
'199409,"( 0, 1)",21,4
'199610,"( 0, 1)",22,4
'199906,"[ 2, 3)",7,18
'199308,"( 0, 1)",22,4
'200305,"[20,25)",20,444
'200302,"[25,30)",11,300
'199212,"[ 2, 3)",5,12
'199708,"[ 2, 3)",6,15
'200404,"[40,45)",9,379
'200008,"[50,..)",2,198
'200101,"[50,..)",2,198
'200204,"[40,45)",4,167
'200806,"[ 9,10)","94,016","890,745"
'200804,"[18,20)","59,825","1,131,613"
'200806,"[14,16)","111,093","1,660,426"
'200812,"[ 4, 5)","113,384","510,286"
'199205,"[12,14)",1,14
'200004,"[12,14)",3,40
'199502,"[18,20)",1,20
'200905,"[ 6, 7)","103,319","670,793"
'200907,"[ 3, 4)","113,918","398,080"
'200011,"[ 3, 4)",4,14
'200910,"[ 1, 2)","115,004","170,655"
'200910,"[10,12)","180,110","1,974,432"
'200012,"[ 8, 9)",1,9
'199609,"[ 8, 9)",1,8
'201001,"[ 1, 2)","113,632","171,270"
'201003,"[ 3, 4)","115,536","402,830"
'199706,"[ 3, 4)",2,7
'201004,"( 0, 1)","127,311","64,385"
'201006,"[18,20)","54,391","1,028,608"
'201011,"[ 8, 9)","102,859","872,700"
'201102,"[14,16)","92,774","1,381,755"
'201103,"[14,16)","106,900","1,596,354"
'199809,"[16,18)",1,16
'201202,"[ 5, 6)","120,301","660,371"
'201302,"[ 0, 0]","236,663",0
'201112,"[50,..)","7,021","1,482,968"
'198610,"[ 7, 8)",1,7
'199211,"[ 6, 7)",1,7
'199212,"[ 7, 8)",1,7
'199401,"[ 7, 8)",1,7
'199408,"[ 7, 8)",1,7
'201205,"[50,..)","8,094","1,722,751"
'201206,"[ 9,10)","94,663","896,641"
'201209,"[ 6, 7)","111,446","722,637"
'201210,"[25,30)","26,785","726,845"
'201212,"[18,20)","45,836","867,193"
'201302,"[ 8, 9)","112,921","958,360"
'201212,"[10,12)","177,256","1,942,812"
'201305,"[ 7, 8)","102,296","765,817"
'201306,"[ 7, 8)","104,711","784,240"
'201306,"[ 3, 4)","115,689","404,066"
'201307,"[ 4, 5)","110,934","497,557"
'201307,"[45,50)","3,325","157,534"
'201306,"[12,14)","136,813","1,770,067"
'201405,"[ 1, 2)","107,129","158,680"
'201406,"[ 6, 7)","98,931","641,368"
'201403,"[20,25)","53,253","1,172,804"
'201408,"[25,30)","24,331","660,709"
'201408,"[10,12)","145,318","1,590,890"
'200508,"[ 0, 0]","2,134",0
'200601,"[ 0, 0]","3,810",0
'200507,"[35,40)",47,"1,745"
'200501,"[16,18)",51,867
'200506,"[ 6, 7)",105,684
'200409,"[45,50)",10,472
'200401,"[ 6, 7)",54,350
'200301,"[ 4, 5)",32,143
'200311,"[ 2, 3)",61,157
'200410,"[20,25)",58,"1,293"
'200310,"[16,18)",23,394
'200408,"[16,18)",33,562
'200307,"[20,25)",35,781
'200504,"[50,..)",107,"29,746"
'199810,"[ 1, 2)",7,10
'199906,"[ 1, 2)",8,11
'200102,"[ 1, 2)",11,18
'200112,"[ 1, 2)",14,20
'200404,"[ 1, 2)",73,103
'200208,"[25,30)",10,269
'200304,"[25,30)",15,412
'199611,"[ 4, 5)",4,18
'199610,"[ 9,10)",1,10
'200006,"( 0, 1)",31,6
'200202,"[ 7, 8)",9,70
'200402,"[45,50)",11,528
'200109,"( 0, 1)",45,10
'199811,"( 0, 1)",22,5
'200704,"[ 4, 5)","105,279","473,050"
'200201,"[30,35)",7,226
'199310,"[ 2, 3)",5,12
'199404,"[ 2, 3)",5,13
'200004,"[10,12)",3,35
'200706,"[18,20)","64,384","1,218,155"
'200201,"[14,16)",9,135
'199609,"[30,35)",2,64
'199709,"[ 6, 7)",3,20
'200304,"[18,20)",12,228
'199205,"[ 5, 6)",1,6
'199506,"[ 5, 6)",1,5
'199711,"[ 5, 6)",1,5
'199805,"[ 5, 6)",1,6
'200802,"[ 2, 3)","117,693","293,758"
'200712,"[16,18)","85,278","1,445,493"
'200804,"[ 7, 8)","102,401","767,161"
'199810,"[16,18)",2,33
'200009,"[14,16)",6,91
'200802,"[12,14)","143,285","1,856,169"
'200804,"[10,12)","181,260","1,983,683"
'200806,"[ 8, 9)","100,407","852,150"
'200808,"[45,50)","4,479","212,111"
'199910,"[18,20)",1,19
'200808,"( 0, 1)","125,471","63,082"
'200001,"[18,20)",1,19
'199503,"[12,14)",1,14
'200010,"[12,14)",5,65
'199405,"[12,14)",1,14
'199410,"[12,14)",1,14
'199509,"[20,25)",3,68
'200902,"[14,16)","95,519","1,423,643"
'200903,"[10,12)","179,464","1,969,515"
'200910,"[35,40)","6,881","256,371"
'199312,"[30,35)",1,34
'201001,"[ 6, 7)","110,715","718,610"
'201001,"[ 8, 9)","104,097","884,641"
'201002,"[ 8, 9)","114,856","974,044"
'200912,"[14,16)","113,297","1,693,864"
'199303,"[20,25)",1,22
'199904,"[ 3, 4)",2,7
'199710,"[ 3, 4)",3,10
'201012,"[45,50)","1,753","82,976"
'201108,"[ 6, 7)","112,088","726,583"
'201107,"[ 8, 9)","102,318","868,228"
'201110,"[12,14)","145,800","1,888,871"
'201102,"[ 9,10)","106,597","1,010,623"
'201201,"[35,40)","3,534","131,620"
'199712,"[ 6, 7)",1,6
'201202,"[ 6, 7)","117,046","759,048"
'200007,"[ 6, 7)",2,12
'201204,"[50,..)","6,075","1,462,431"
'201204,"[ 4, 5)","114,886","515,701"
'201208,"[20,25)","76,637","1,698,459"
'201303,"[40,45)","2,178","92,138"
'201305,"[10,12)","174,085","1,909,820"
'201410,"[14,16)","27,945","417,372"
'201410,"[10,12)","48,463","530,875"
'200612,"[50,..)","5,732","654,061"
'200611,"[ 3, 4)","45,740","160,061"
'200610,"[20,25)","4,843","107,259"
'200510,"[ 0, 0]","2,484",0
'200610,"[40,45)",349,"14,780"
'200601,"[25,30)",169,"4,593"
'200301,"[ 0, 0]",570,0
'200601,"[ 2, 3)",262,653
'200311,"( 0, 1)",191,60
'200212,"[ 0, 0]",551,0
'200207,"( 0, 1)",80,24
'200407,"[ 3, 4)",73,252
'200303,"[ 5, 6)",46,254
'200401,"[ 5, 6)",63,348
'200410,"[ 5, 6)",81,448
'200307,"[ 4, 5)",38,171
'200409,"[ 2, 3)",86,222
'200407,"[16,18)",32,545
'199411,"[ 9,10)",2,19
'199607,"[ 9,10)",1,10
'199608,"[ 0, 0]",141,0
'199901,"[ 0, 0]",149,0
'200006,"[ 0, 0]",167,0
'200009,"[ 0, 0]",170,0
'199605,"[ 1, 2)",6,9
'200308,"[ 1, 2)",47,67
'200311,"[ 1, 2)",52,74
'200402,"[ 1, 2)",72,102
'199403,"[25,30)",2,53
'199612,"[25,30)",2,53
'200101,"[25,30)",5,133
'200301,"[25,30)",14,380
'199403,"[ 4, 5)",4,18
'200402,"[ 2, 3)",71,181
'200307,"[10,12)",46,499
'200204,"[ 7, 8)",19,143
'200210,"[50,..)",26,"2,745"
'200401,"[18,20)",20,376
'200703,"[ 6, 7)","101,091","655,644"
'200008,"[ 2, 3)",9,23
'199810,"[ 2, 3)",7,18
'199301,"( 0, 1)",18,3
'199605,"( 0, 1)",22,4
'200210,"[18,20)",12,227
'200705,"[ 1, 2)","100,115","146,848"
'200706,"[ 7, 8)","98,523","737,943"
'200209,"[30,35)",7,229
'200112,"[ 5, 6)",8,43
'200708,"[ 1, 2)","106,767","158,121"
'200710,"[25,30)","36,162","981,326"
'200710,"[ 5, 6)","104,231","572,005"
'200709,"( 0, 1)","122,915","65,949"
'199902,"[25,30)",2,57
'199603,"[30,35)",2,66
'200009,"[30,35)",3,97
'200712,"[35,40)","6,180","230,357"
'200710,"[50,..)","11,892","2,207,624"
'200801,"[ 6, 7)","104,032","675,866"
'200711,"[16,18)","83,284","1,409,710"
'200803,"[ 3, 4)","112,751","394,480"
'200804,"[25,30)","30,922","837,570"
'199209,"[14,16)",1,16
'199712,"[16,18)",2,33
'199401,"[16,18)",1,16
'200804,"[12,14)","148,907","1,927,756"
'200807,"[ 9,10)","95,564","907,312"
'200805,"[14,16)","117,997","1,764,573"
'200809,"[16,18)","76,945","1,302,795"
'200901,"[ 0, 0]","146,729",0
'200810,"[20,25)","80,630","1,783,490"
'200011,"[40,45)",1,42
'200905,"[25,30)","35,892","974,473"
'200904,"[14,16)","110,769","1,654,577"
'200908,"[ 4, 5)","111,020","497,908"
'200909,"[35,40)","7,427","276,704"
'200911,"[ 9,10)","99,348","941,199"
'200911,"( 0, 1)","144,863","76,052"
'199903,"[ 8, 9)",1,9
'200910,"[16,18)","81,706","1,383,437"
'201003,"[ 0, 0]","155,429",0
'201001,"[12,14)","147,850","1,914,996"
'201002,"[10,12)","179,429","1,964,232"
'199303,"[ 3, 4)",3,10
'199603,"[ 3, 4)",3,10
'199711,"[ 3, 4)",2,7
'199903,"[ 3, 4)",3,10
'201007,"[10,12)","165,479","1,813,238"
'199405,"[10,12)",1,10
'201011,"[ 3, 4)","115,933","404,824"
'201102,"[ 8, 9)","115,405","978,460"
'201012,"[10,12)","176,256","1,931,520"
'201010,"[18,20)","52,988","1,003,544"
'201105,"[ 9,10)","99,775","947,847"
'201112,"[ 4, 5)","116,952","523,023"
'199903,"[14,16)",1,15
'198707,"[ 7, 8)",1,7
'198712,"[ 7, 8)",1,7
'199305,"[ 7, 8)",1,7
'201201,"[14,16)","100,645","1,501,908"
'201204,"[35,40)","4,679","174,168"
'201209,"[ 1, 2)","115,158","171,914"
'201210,"[ 4, 5)","112,377","504,091"
'198804,"[ 0, 0]",1,0
'198902,"[ 0, 0]",1,0
'201308,"[ 6, 7)","108,599","704,670"
'201312,"[ 0, 0]","244,255",0
'201403,"[35,40)","3,197","118,904"
'201409,"[ 6, 7)","65,882","426,795"
'200602,"[10,12)",656,"7,205"
'200607,"( 0, 1)","2,644",997
'200511,"[ 6, 7)",161,"1,042"
'200605,"[ 5, 6)",501,"2,751"
'200307,"[ 7, 8)",46,343
'200502,"[ 4, 5)",103,464
'200405,"[18,20)",26,489
'200505,"[18,20)",61,"1,152"
'200411,"[16,18)",39,665
'200509,"[ 6, 7)",136,881
'200611,"[45,50)",853,"40,375"
'200406,"[10,12)",70,764
'200504,"[45,50)",15,712
'200309,"[ 3, 4)",41,144
'200301,"[35,40)",9,336
'200405,"[ 4, 5)",66,296
'200407,"[ 2, 3)",73,186
'200411,"[ 2, 3)",92,237
'200405,"[16,18)",28,479
'200210,"[ 9,10)",24,228
'199801,"[ 0, 0]",147,0
'199205,"[ 1, 2)",4,6
'199209,"[ 1, 2)",5,8
'199301,"[ 1, 2)",4,6
'200006,"[ 1, 2)",10,14
'199206,"[ 0, 0]",140,0
'199904,"[25,30)",2,56
'200005,"[25,30)",5,133
'200202,"[ 2, 3)",20,50
'200404,"[50,..)",54,"16,994"
'200506,"[45,50)",16,759
'200702,"[35,40)","4,278","159,267"
'200310,"[12,14)",52,675
'200102,"( 0, 1)",40,11
'200301,"[30,35)",10,323
'200212,"[10,12)",32,345
'200702,"[12,14)","136,648","1,765,427"
'200703,"[ 5, 6)","102,104","559,199"
'200208,"[14,16)",17,256
'200009,"[ 2, 3)",10,26
'200104,"[ 2, 3)",15,39
'199712,"( 0, 1)",22,4
'200012,"[16,18)",6,101
'200707,"[ 9,10)","91,464","868,202"
'200005,"[30,35)",5,161
'200309,"[40,45)",9,379
'200711,"[ 2, 3)","110,250","274,366"
'199705,"[30,35)",2,66
'199407,"[16,18)",1,16
'200808,"[ 5, 6)","106,978","588,377"
'200809,"[ 3, 4)","117,355","409,803"
'199509,"[12,14)",1,13
'199512,"[12,14)",1,14
'200102,"[12,14)",6,78
'199412,"[20,25)",2,44
'199508,"[20,25)",2,44
'200010,"[20,25)",4,86
'199907,"[20,25)",3,65
'199805,"[ 3, 4)",3,10
'201009,"[ 7, 8)","104,757","784,535"
'199607,"[10,12)",1,10
'201012,"[ 5, 6)","109,043","597,357"
'201101,"[ 8, 9)","106,204","901,537"
'201104,"[18,20)","49,811","941,621"
'201105,"[ 6, 7)","104,928","681,874"
'201103,"[12,14)","145,990","1,890,700"
'201106,"[12,14)","143,167","1,852,981"
'199908,"[14,16)",1,15
'199912,"[ 6, 7)",1,6
'200001,"[ 6, 7)",1,6
'200012,"[ 6, 7)",2,12
'201201,"( 0, 1)","155,027","76,417"
'198701,"[ 7, 8)",1,7
'198801,"[ 7, 8)",1,7
'198806,"[ 6, 7)",1,7
'198708,"[ 7, 8)",1,7
'201203,"[20,25)","61,568","1,356,673"
'201211,"[ 7, 8)","109,201","817,914"
'201212,"[40,45)","1,972","83,446"
'198105,"[ 0, 0]",1,0
'201307,"[ 5, 6)","109,345","599,536"
'201308,"[18,20)","51,549","975,942"
'201402,"[50,..)","3,689","734,270"
'201404,"[35,40)","3,725","138,604"
'201310,"[20,25)","64,518","1,423,420"
'200611,"[ 9,10)","34,122","323,005"
'200607,"[10,12)","1,135","12,444"
'200606,"[ 0, 0]","7,003",0
'200610,"[ 9,10)","4,394","41,694"
'200608,"[30,35)",329,"10,616"
'200607,"[14,16)",748,"11,220"
'200510,"[ 5, 6)",156,855
'200606,"[12,14)",799,"10,337"
'200408,"[ 8, 9)",60,504
'200306,"[ 7, 8)",42,316
'200408,"[25,30)",45,"1,211"
'200409,"[ 3, 4)",67,235
'200303,"[35,40)",10,371
'200311,"[12,14)",48,614
'200407,"[ 4, 5)",71,318
'200312,"[16,18)",23,394
'200308,"[20,25)",37,822
'199205,"[ 9,10)",1,10
'199310,"[ 9,10)",1,10
'199605,"[ 9,10)",1,10
'199807,"[ 0, 0]",149,0
'199406,"[ 1, 2)",6,9
'200105,"[25,30)",5,133
'200306,"[ 1, 2)",29,42
'199410,"[25,30)",2,53
'199705,"[25,30)",2,53
'199709,"[25,30)",1,26
'200001,"[ 4, 5)",5,23
'199303,"[ 4, 5)",4,18
'200204,"[ 4, 5)",22,99
'199305,"[ 1, 2)",4,6
'200302,"[10,12)",36,397
'200306,"[ 6, 7)",39,257
'200702,"( 0, 1)","137,269","71,381"
'199602,"( 0, 1)",21,4
'200304,"[16,18)",16,272
'200705,"[ 3, 4)","103,494","360,764"
'200703,"[14,16)","117,573","1,758,154"
'199502,"[ 2, 3)",5,12
'200008,"[30,35)",5,161
'200711,"[ 1, 2)","109,789","162,958"
'199708,"[ 7, 8)",2,14
'199805,"[30,35)",2,66
'199412,"[ 5, 6)",1,6
'200001,"[ 5, 6)",1,6
'199406,"[ 5, 6)",1,5
'199709,"[14,16)",1,16
'199803,"[16,18)",2,33
'199808,"[16,18)",2,33
'199909,"[14,16)",2,31
'200802,"[50,..)","7,520","1,165,119"
'200808,"[40,45)","6,614","280,028"
'200809,"[25,30)","31,664","859,344"
'200007,"[18,20)",4,78
'200811,"[ 8, 9)","104,659","888,409"
'199306,"[12,14)",1,13
'199407,"[12,14)",1,14
'199909,"[50,..)",1,140
'200005,"[20,25)",4,86
'200903,"[ 2, 3)","113,000","280,420"
'200101,"[40,45)",1,44
'200903,"[20,25)","72,322","1,596,891"
'200910,"[30,35)","13,050","419,955"
'199204,"[20,25)",2,47
'199302,"[ 4, 5)",2,9
'199703,"[ 3, 4)",3,10
'201005,"[50,..)","11,219","2,330,617"
'201002,"[16,18)","63,473","1,073,395"
'201009,"[18,20)","49,472","935,644"
'201101,"[10,12)","180,978","1,983,306"
'201110,"[ 6, 7)","110,446","717,401"
'200005,"[ 6, 7)",2,12
'201111,"[12,14)","144,770","1,872,667"
'199903,"[ 6, 7)",1,6
'198501,"[ 7, 8)",1,7
'199304,"[ 6, 7)",1,7
'201205,"[35,40)","6,682","248,801"
'201209,"[10,12)","172,589","1,886,979"
'201209,"[14,16)","100,437","1,499,984"
'198001,"[ 0, 0]",1,0
'198402,"[ 0, 0]",1,0
'199011,"[ 0, 0]",1,0
'201307,"[30,35)","15,332","493,840"
'201311,"[ 0, 0]","229,026",0
'201312,"[ 3, 4)","115,910","403,699"
'201402,"[ 2, 3)","126,832","316,006"
'201403,"[ 8, 9)","101,617","862,507"
'201402,"( 0, 1)","180,637","89,681"
'201408,"[ 0, 0]","200,927",0
'201409,"[25,30)","12,252","331,680"
'201411,"[35,40)",1,36
'201409,"[10,12)","95,287","1,040,349"
'200610,"[25,30)","2,218","60,330"
'200412,"[ 3, 4)",83,287
'200506,"[35,40)",37,"1,366"
'200508,"[18,20)",78,"1,472"
'200512,"[50,..)",180,"39,127"
'200401,"[ 7, 8)",55,412
'200409,"( 0, 1)",270,87
'200209,"[ 3, 4)",20,71
'200412,"[ 2, 3)",81,206
'199308,"[ 9,10)",1,10
'199906,"[ 9,10)",2,19
'200108,"[ 1, 2)",11,15
'200207,"[ 1, 2)",17,25
'199407,"[25,30)",2,53
'200203,"[25,30)",9,240
'199803,"[25,30)",2,53
'200006,"[ 4, 5)",6,27
'199404,"[ 1, 2)",6,9
'199703,"[ 1, 2)",6,9
'200002,"[ 1, 2)",10,14
'200310,"[ 5, 6)",61,337
'200010,"( 0, 1)",32,7
'200502,"[45,50)",18,850
'199806,"[ 2, 3)",7,18
'199703,"( 0, 1)",22,4
'200704,"[40,45)","4,270","180,550"
'199508,"[ 2, 3)",6,15
'200707,"( 0, 1)","115,362","58,384"
'199909,"[10,12)",3,35
'200709,"[35,40)","9,944","370,651"
'199706,"[30,35)",2,64
'199301,"[ 5, 6)",1,6
'199706,"[ 5, 6)",1,5
'199204,"[ 5, 6)",1,5
'200804,"[ 1, 2)","109,254","162,533"
'200804,"[35,40)","7,116","265,047"
'199202,"[14,16)",1,15
'199504,"[14,16)",1,16
'200104,"[40,45)",2,84
'200807,"[ 5, 6)","105,304","579,066"
'200805,"[50,..)","13,733","1,783,131"
'200808,"[16,18)","81,527","1,381,388"
'200812,"[ 3, 4)","115,196","403,044"
'200101,"[12,14)",5,65
'199204,"[12,14)",1,13
'199402,"[12,14)",1,12
'199501,"[12,14)",1,14
'200902,"[ 6, 7)","115,974","751,804"
'200910,"[ 3, 4)","116,336","405,886"
'200911,"[ 1, 2)","113,755","170,846"
'199303,"[30,35)",1,34
'199205,"[20,25)",1,22
'199506,"[ 3, 4)",2,7
'199712,"[ 3, 4)",3,10
'199809,"[ 3, 4)",2,7
'200008,"[ 3, 4)",5,17
'201005,"[ 1, 2)","110,771","161,323"
'199601,"[10,12)",1,10
'201010,"( 0, 1)","127,564","63,815"
'201010,"[20,25)","69,252","1,529,940"
'201101,"[ 9,10)","102,664","973,988"
'201101,"[25,30)","22,483","609,483"
'201109,"[45,50)","3,379","160,055"
'201109,"[35,40)","7,970","296,877"
'200001,"[14,16)",1,15
'201109,"[16,18)","72,794","1,232,179"
'200101,"[ 6, 7)",2,12
'201203,"[ 1, 2)","122,012","174,685"
'198502,"[ 6, 7)",1,7
'198907,"[ 7, 8)",1,7
'199009,"[ 6, 7)",1,7
'199406,"[ 6, 7)",1,7
'198407,"[ 7, 8)",1,7
'201204,"[18,20)","50,259","949,941"
'201204,"[ 6, 7)","111,472","722,728"
'201212,"[ 6, 7)","109,776","712,203"
'201301,"[ 9,10)","98,985","939,072"
'201305,"[ 6, 7)","102,830","667,641"
'198504,"[ 0, 0]",1,0
'198507,"[ 0, 0]",1,0
'198701,"[ 0, 0]",1,0
'201309,"[ 6, 7)","111,965","726,043"
'201309,"[ 4, 5)","114,599","514,376"
'201312,"[45,50)","1,287","60,825"
'201406,"[16,18)","65,187","1,103,314"
'201411,"( 0, 1)",1,0
'200609,"[ 1, 2)","1,877","2,785"
'200507,"[ 3, 4)",138,478
'200608,"[ 3, 4)","1,051","3,668"
'200503,"[ 8, 9)",77,650
'200508,"[ 8, 9)",102,862
'200512,"[ 8, 9)",153,"1,297"
'200509,"[12,14)",174,"2,250"
'200603,"[25,30)",228,"6,187"
'200408,"[ 1, 2)",83,120
'200509,"[18,20)",76,"1,444"
'200503,"[25,30)",76,"2,069"
'200102,"[ 3, 4)",9,32
'200208,"[ 4, 5)",24,107
'200210,"[ 4, 5)",29,130
'200510,"[45,50)",20,959
'199509,"[ 9,10)",2,19
'200302,"[ 8, 9)",28,239
'199805,"[ 0, 0]",148,0
'200102,"[ 0, 0]",200,0
'199704,"[ 1, 2)",7,10
'199806,"[ 1, 2)",7,10
'199909,"[ 1, 2)",8,11
'200210,"[ 1, 2)",22,32
'199301,"[25,30)",2,53
'199607,"[25,30)",2,53
'200305,"[25,30)",16,436
'199708,"[ 4, 5)",4,18
'200110,"[ 2, 3)",18,46
'200109,"[ 9,10)",4,38
'200703,"[ 3, 4)","105,226","366,762"
'199206,"( 0, 1)",16,2
'199311,"[ 2, 3)",5,13
'200103,"[30,35)",7,226
'200012,"[10,12)",2,22
'200711,"[ 6, 7)","107,888","699,577"
'200005,"[ 7, 8)",2,14
'199712,"[ 7, 8)",2,14
'199505,"[30,35)",2,66
'199704,"[ 5, 6)",1,5
'199807,"[ 5, 6)",1,6
'200008,"[ 5, 6)",4,21
'200103,"[ 5, 6)",4,21
'199211,"[14,16)",1,16
'199305,"[16,18)",1,16
'200805,"[ 3, 4)","108,993","381,204"
'200807,"[ 3, 4)","111,468","389,628"
'200803,"[18,20)","62,161","1,177,074"
'200812,"[35,40)","5,626","209,610"
'200901,"[ 8, 9)","103,891","882,609"
'200901,"[45,50)","1,974","93,457"
'200104,"[20,25)",5,108
'200906,"[ 2, 3)","112,947","281,347"
'200904,"[12,14)","148,340","1,919,449"
'199203,"[30,35)",1,34
'199308,"[30,35)",1,34
'200912,"[ 5, 6)","111,310","610,300"
'199701,"[ 8, 9)",1,9
'199604,"[ 8, 9)",1,8
'199311,"[20,25)",2,47
'199211,"[ 3, 4)",2,7
'201006,"[14,16)","104,062","1,554,948"
'201009,"[ 6, 7)","108,797","705,511"
'201011,"[10,12)","175,676","1,921,499"
'201108,"[ 8, 9)","102,139","867,316"
'201110,"[ 0, 0]","181,368",0
'201201,"[ 2, 3)","116,465","287,727"
'199807,"[ 6, 7)",1,6
'200105,"[ 6, 7)",2,12
'201203,"[ 8, 9)","106,020","899,607"
'198506,"[ 6, 7)",1,7
'198603,"[ 7, 8)",1,7
'198802,"[ 6, 7)",1,7
'199105,"[ 7, 8)",1,7
'201206,"[ 2, 3)","112,809","280,415"
'201206,"[40,45)","4,761","201,256"
'201208,"[30,35)","17,100","550,409"
'201207,"[10,12)","168,336","1,845,038"
'201212,"[12,14)","138,215","1,789,226"
'201301,"[20,25)","52,704","1,160,690"
'199010,"[ 0, 0]",1,0
'201309,"[35,40)","6,555","244,301"
'201310,"[30,35)","9,783","314,889"
'201311,"[30,35)","7,156","229,676"
'201406,"[35,40)","5,594","208,487"
'201406,"[12,14)","123,000","1,591,426"
'201410,"[ 3, 4)","33,790","117,795"
'200611,"[35,40)","2,212","82,442"
'200510,"[10,12)",239,"2,609"
'200610,"( 0, 1)","9,824","4,871"
'200506,"[ 0, 0]","1,864",0
'200407,"[ 8, 9)",57,479
'200506,"[ 8, 9)",81,688
'200601,"[12,14)",291,"3,781"
'200512,"[ 6, 7)",178,"1,153"
'200502,"[50,..)",87,"26,678"
'200506,"[ 1, 2)",143,207
'200303,"[ 0, 0]",597,0
'200502,"[12,14)",96,"1,239"
'200311,"[10,12)",52,564
'200108,"[ 3, 4)",11,37
'200206,"[ 3, 4)",18,63
