Date;Steps;CNT;QTY;ZipCode
'201304;[ 1, 2);116048;170863;19014
'201305;[30,35);12554;404174;19014
'201307;[25,30);31498;855342;19014
'201309;[ 3, 4);119409;41683;19014
'201310;[ 7, 8);105316;788646;19014
'201308;[12,14);131163;1698131;19014
'201402;[18,20);30355;573831;19014
'201408;[ 3, 4);100875;352286;19014
'201408;( 0, 1);130942;68773;19014
'200608;[ 1, 2);1496;2208;19014
'200501;[ 3, 4);93;323;19014
'200608;[ 8, 9);874;741;19014
'200506;( 0, 1);442;147;19014
'200605;[18,20);300;5684;19014
'200605;[25,30);284;7704;19014
'200212;[12,14);35;454;19014
'200307;[ 2, 3);44;112;19014
'199304;[ 9,10);2;19;19014
'199703;[ 9,10);1;10;19014
'199710;[ 9,10);1;10;19014
'199806;[ 0, 0];150;0;19014
'200004;[ 0, 0];165;0;19014
'199603;[ 1, 2);6;9;19014
'199404;[ 0, 0];142;0;19014
'200207;[25,30);10;269;19014
'200104;[ 4, 5);9;40;19014
'200210;[ 2, 3);33;84;19014
'199909;[25,30);2;56;19014
'199903;[ 9,10);1;10;19014
'199601;[ 1, 2);6;9;19014
'200110;( 0, 1);47;11;19014
'200301;[14,16);20;301;19014
'200205;[ 8, 9);26;219;19014
'199807;[ 2, 3);7;18;19014
'199808;[ 2, 3);7;18;19014
'199504;( 0, 1);21;4;19014
'199706;( 0, 1);21;4;19014
'199802;( 0, 1);23;5;19014
'200706;[ 1, 2);102751;151997;19014
'200703;[50,..);8969;1368081;19014
'199703;[ 2, 3);6;15;19014
'200011;[10,12);3;35;19014
'200709;[ 0, 0];129705;0;19014
'200302;[35,40);9;342;19014
'200009;[ 6, 7);3;20;19014
'200004;[30,35);3;97;19014
'199701;[30,35);2;66;19014
'200711;[30,35);12671;407005;19014
'199411;[ 5, 6);1;5;19014
'199305;[ 5, 6);1;6;19014
'199612;[ 5, 6);1;6;19014
'200802;[40,45);2869;121447;19014
'199505;[16,18);2;33;19014
'199511;[14,16);1;16;19014
'199607;[16,18);2;33;19014
'200807;[35,40);10882;405499;19014
'200808;[30,35);1839;59274;19014
'200805;[16,18);89678;1520432;19014
'199504;[12,14);1;13;19014
'200011;[12,14);3;40;19014
'200812;( 0, 1);141432;71323;19014
'200906;[ 0, 0];145252;0;19014
'200907;( 0, 1);134258;69591;19014
'199212;[30,35);1;34;19014
'199403;[30,35);1;34;19014
'199607;[ 8, 9);1;9;19014
'199707;[ 3, 4);3;10;19014
'201005;[ 3, 4);109842;38392;19014
'201008;[ 0, 0];152857;0;19014
'199302;[ 9,10);1;9;19014
'201009;[12,14);132874;1718914;19014
'201103;[25,30);23634;640301;19014
'201106;[30,35);14897;478823;19014
'201108;[35,40);10011;372979;19014
'201112;[ 1, 2);121906;177249;19014
'201108;[12,14);136561;1767731;19014
'201111;[16,18);73329;1240739;19014
'201205;[14,16);110978;1657328;19014
'201208;[ 8, 9);99469;845627;19014
'201211;[45,50);1473;6969;19014
'201302;[40,45);1427;60441;19014
'201210;[18,20);53774;1017925;19014
'201304;[ 2, 3);11249;280416;19014
'201302;[10,12);170222;1861670;19014
'198008;[ 0, 0];1;0;19014
'198411;[ 0, 0];1;0;19014
'201405;[40,45);2887;1219;19014
'201409;[ 5, 6);66403;36335;19014
'201410;[40,45);762;32264;19014
'201410;[ 2, 3);32863;8212;19014
'200505;[10,12);156;1702;19014
'200504;[ 3, 4);108;379;19014
'200507;[ 5, 6);128;701;19014
'200607;[ 5, 6);678;3714;19014
'200210;( 0, 1);103;31;19014
'200601;[16,18);174;2955;19014
'200409;[ 9,10);50;475;19014
'200509;[45,50);19;904;19014
'200012;[ 3, 4);6;20;19014
'200201;[ 2, 3);20;50;19014
'200502;[18,20);42;789;19014
'200501;[35,40);28;1036;19014
'200309;[20,25);36;812;19014
'200106;[ 0, 0];215;0;19014
'199307;[ 1, 2);5;8;19014
'199911;[ 1, 2);8;11;19014
'200406;[ 1, 2);74;105;19014
'199411;[25,30);1;26;19014
'199710;[ 4, 5);4;18;19014
'200009;[ 4, 5);6;27;19014
'200207;[ 8, 9);27;227;19014
'200311;[35,40);15;556;19014
'199203;( 0, 1);17;2;19014
'199312;( 0, 1);22;4;19014
'200706;[ 2, 3);105635;263374;19014
'200006;[10,12);3;35;19014
'200008;[10,12);2;22;19014
'200004;[ 6, 7);3;20;19014
'199807;[ 7, 8);2;14;19014
'200801;[30,35);11959;384702;19014
'199306;[ 5, 6);1;5;19014
'199502;[ 5, 6);1;5;19014
'200803;[ 4, 5);109004;490051;19014
'200803;[ 1, 2);110016;164911;19014
'200712;[20,25);7977;1761795;19014
'199506;[14,16);1;16;19014
'199806;[14,16);2;31;19014
'200109;[14,16);8;120;19014
'200112;[20,25);7;149;19014
'200202;[35,40);5;192;19014
'200807;[50,..);17944;2281894;19014
'200807;( 0, 1);125577;62214;19014
'201404;[ 0, 0];232013;0;19014
'199906;[18,20);1;19;19014
'200810;[ 0, 0];130154;0;19014
'199508;[12,14);1;14;19014
'199312;[12,14);1;14;19014
'200909;[ 9,10);96814;916954;19014
'200910;( 0, 1);133901;6913;19014
'199810;[ 8, 9);1;9;19014
'199811;[ 8, 9);1;8;19014
'199608;[ 8, 9);1;9;19014
'201002;[40,45);2105;88979;19014
'201004;[ 9,10);99128;938991;19014
'199609;[ 3, 4);2;7;19014
'201004;[18,20);56877;1075270;19014
'201009;[25,30);27023;732728;19014
'201009;[ 3, 4);115985;405076;19014
'201007;[18,20);5521;1045330;19014
'201010;[16,18);77433;1310932;19014
'201102;[ 6, 7);119808;776265;19014
'201104;[ 7, 8);107553;805167;19014
'201106;[ 4, 5);1151;516322;19014
'201106;[ 2, 3);118393;294828;19014
'201109;[18,20);51722;978388;19014
'201112;[25,30);22228;603075;19014
'201111;[40,45);3252;137441;19014
'201110;[30,35);13277;427703;19014
'200008;[14,16);4;61;19014
'199906;[16,18);1;16;19014
'201201;[50,..);5421;1313798;19014
'199011;[ 6, 7);1;7;19014
'199310;[ 7, 8);1;7;19014
'198612;[ 7, 8);1;7;19014
'199302;[ 6, 7);1;7;19014
'201208;[ 5, 6);110044;603941;19014
'201209;[ 7, 8);105753;792144;19014
'201302;[30,35);4448;143111;19014
'201303;[ 1, 2);118051;17381;19014
'201306;[25,30);27815;753538;19014
'201306;[16,18);73463;1243742;19014
'201401;[ 1, 2);117621;172288;19014
'201407;[50,..);9734;1133427;19014
'201409;[ 0, 0];150681;0;19014
'201409;[ 8, 9);58543;497126;19014
'200611;[50,..);335;363808;19014
'200612;[ 5, 6);77737;424637;19014
'200611;[ 6, 7);40834;264695;19014
'200612;[45,50);1514;71674;19014
'200607;[ 0, 0];7895;0;19014
'200612;[35,40);4203;156569;19014
'200606;[ 5, 6);581;3185;19014
'200609;[ 5, 6);1201;658;19014
'200603;( 0, 1);1777;639;19014
'200603;[ 7, 8);403;3031;19014
'200608;[18,20);626;11836;19014
'200404;[30,35);26;840;19014
'200402;( 0, 1);231;77;19014
'200312;[ 0, 0];939;0;19014
'200512;[16,18);147;2496;19014
'200405;[25,30);42;1129;19014
'200304;[ 3, 4);34;119;19014
'200605;[40,45);60;2554;19014
'200401;[35,40);20;745;19014
'200602;[40,45);34;1448;19014
'199208;[ 0, 0];139;0;19014
'199608;[ 9,10);1;10;19014
'199410;[ 1, 2);5;8;19014
'199310;[25,30);2;53;19014
'199706;[25,30);1;26;19014
'200302;[20,25);18;403;19014
'199205;[ 4, 5);4;18;19014
'199603;[ 4, 5);4;18;19014
'200109;[ 4, 5);10;45;19014
'199806;[ 9,10);2;19;19014
'199408;[25,30);2;53;19014
'199203;[ 1, 2);3;5;19014
'200401;[45,50);7;337;19014
'200206;[10,12);22;241;19014
'200209;[10,12);26;284;19014
'200204;[14,16);16;237;19014
'199708;( 0, 1);22;4;19014
'200207;[16,18);10;170;19014
'200705;[40,45);5377;22738;19014
'200110;[12,14);9;117;19014
'200105;[16,18);6;101;19014
'200705;( 0, 1);110842;55903;19014
'199202;[ 2, 3);5;12;19014
'200706;[20,25);93271;2063320;19014
'199904;[10,12);3;35;19014
'200706;[14,16);113575;1697496;19014
'200710;[ 2, 3);107932;269101;19014
'199406;[30,35);2;64;19014
'199501;[30,35);2;66;19014
'200712;[ 1, 2);108629;162821;19014
'199901;[ 5, 6);1;6;19014
'200004;[ 5, 6);4;22;19014
'199207;[ 5, 6);1;6;19014
'199605;[ 5, 6);1;6;19014
'199503;[16,18);2;33;19014
'199602;[14,16);2;31;19014
'199704;[14,16);1;16;19014
'199907;[16,18);2;33;19014
'200809;[ 0, 0];127577;0;19014
'200810;[ 2, 3);109952;275108;19014
'200810;[30,35);15513;499834;19014
'200002;[12,14);4;52;19014
'199302;[12,14);1;12;19014
'199805;[12,14);1;14;19014
'199706;[20,25);3;68;19014
'200111;[20,25);6;130;19014
'200904;[ 8, 9);104408;8858;19014
'200905;[10,12);176891;1941447;19014
'200905;[16,18);89107;1508562;19014
'200910;[ 7, 8);106003;793837;19014
'200909;[12,14);141063;1825707;19014
'200105;[14,16);6;91;19014
'200101;[ 8, 9);1;9;19014
'199511;[ 8, 9);1;8;19014
'199807;[ 3, 4);3;10;19014
'199405;[ 3, 4);3;10;19014
'201006;[ 0, 0];148896;0;19014
'201004;[14,16);111593;1666571;19014
'199501;[10,12);1;10;19014
'199901;[10,12);1;10;19014
'201101;( 0, 1);152092;77208;19014
'201104;[ 6, 7);110474;716149;19014
'201110;[ 1, 2);119636;174894;19014
'201202;[50,..);4523;2188749;19014
'201110;[20,25);73462;1623268;19014
'201110;[16,18);79603;1347189;19014
'201203;[30,35);8199;26366;19014
'198412;[ 7, 8);1;7;19014
'201206;[35,40);8165;304087;19014
'201304;[ 9,10);96462;913872;19014
'201305;[ 2, 3);107535;26896;19014
'198810;[ 0, 0];1;0;19014
'199111;[ 0, 0];1;0;19014
'201306;[30,35);13257;426009;19014
'201308;[50,..);12508;1660851;19014
'201308;[30,35);1503;484067;19014
'201310;[ 3, 4);114465;399935;19014
'201402;[20,25);32978;724464;19014
'201404;[30,35);7385;236853;19014
'201404;[45,50);1314;62182;19014
'201407;[40,45);4014;169926;19014
'201405;[10,12);157292;1726493;19014
'200603;[ 0, 0];5616;0;19014
'200601;[50,..);203;52108;19014
'200511;[14,16);173;2589;19014
'200405;[50,..);58;17954;19014
'200409;[ 7, 8);74;557;19014
'200601;[ 7, 8);227;1702;19014
'200511;[ 7, 8);178;1331;19014
'200701;[45,50);2389;113109;19014
'200410;[ 9,10);56;533;19014
'200603;[40,45);55;2337;19014
'200212;[35,40);9;336;19014
'200302;[ 7, 8);35;261;19014
'200303;[ 2, 3);35;89;19014
'200312;[20,25);43;961;19014
'199408;[ 0, 0];141;0;19014
'199912;[ 9,10);1;10;19014
'200202;[ 8, 9);7;59;19014
'199609;[ 0, 0];142;0;19014
'200304;[ 9,10);27;256;19014
'199710;[ 0, 0];147;0;19014
'199405;[ 1, 2);5;8;19014
'199702;[ 1, 2);6;10;19014
'199711;[ 1, 2);7;10;19014
'199205;[25,30);2;53;19014
'199501;[ 4, 5);4;18;19014
'199510;[ 4, 5);4;18;19014
'199503;[25,30);2;53;19014
'199905;[25,30);2;53;19014
'199309;[ 9,10);2;19;19014
'199710;( 0, 1);22;4;19014
'199810;( 0, 1);23;5;19014
'200205;[16,18);9;153;19014
'200208;[16,18);10;170;19014
'200301;[16,18);16;273;19014
'200109;[12,14);6;77;19014
'200107;[16,18);6;101;19014
'200106;[ 6, 7);5;33;19014
'200409;[40,45);10;421;19014
'200407;[40,45);12;512;19014
'200710;[ 3, 4);108251;378048;19014
'199507;[30,35);2;66;19014
'199605;[30,35);2;66;19014
'199901;[ 7, 8);2;14;19014
'199802;[ 5, 6);2;11;19014
'199909;[ 5, 6);1;5;19014
'199410;[ 5, 6);1;6;19014
'200803;[ 6, 7);104452;678557;19014
'200804;[ 9,10);95331;903038;19014
'200803;( 0, 1);130106;66859;19014
'200803;[12,14);14929;1934552;19014
'200803;[20,25);81406;1797587;19014
'200806;( 0, 1);125795;62087;19014
'200810;[ 3, 4);113934;3983;19014
'200811;[30,35);11771;378093;19014
'200810;[45,50);3714;175914;19014
'200812;[45,50);2173;102956;19014
'200209;[35,40);3;113;19014
'199504;[20,25);3;68;19014
'200009;[40,45);1;42;19014
'200905;[ 9,10);98474;935128;19014
'200906;[10,12);176886;1935296;19014
'199705;[ 8, 9);1;9;19014
'199802;[ 7, 8);1;8;19014
'201002;[ 0, 0];159229;0;19014
'199402;[ 4, 5);2;9;19014
'199503;[ 3, 4);3;10;19014
'199801;[ 3, 4);3;10;19014
'201008;[10,12);165001;1807200;19014
'199307;[10,12);1;10;19014
'201009;[16,18);70384;1191343;19014
'201101;[35,40);4517;16819;19014
'201011;[16,18);71431;1208724;19014
'201103;( 0, 1);139756;69903;19014
'201105;[ 2, 3);113167;282643;19014
'201108;[ 9,10);96801;917551;19014
'201107;[ 2, 3);116997;291758;19014
'201111;[45,50);2114;99924;19014
'201202;[40,45);1699;7175;19014
'198410;[ 7, 8);1;7;19014
'199108;[ 7, 8);1;7;19014
'199206;[ 6, 7);1;7;19014
'201204;[14,16);106068;1583596;19014
'201208;[ 2, 3);115749;289023;19014
'201210;[ 1, 2);115349;171447;19014
'201212;[ 2, 3);112858;281275;19014
'198603;[ 0, 0];1;0;19014
'198908;[ 0, 0];1;0;19014
'199106;[ 0, 0];1;0;19014
'201306;[20,25);69713;1539687;19014
'201310;[45,50);1863;88241;19014
'201309;( 0, 1);154626;79295;19014
'201312;[ 8, 9);103664;880228;19014
'201312;[14,16);101214;1512104;19014
'201408;[ 2, 3);100311;250824;19014
'200511;[10,12);264;2891;19014
'200606;[10,12);966;1059;19014
'200608;[10,12);1551;17033;19014
'200505;[35,40);39;1445;19014
'200508;[ 4, 5);141;633;19014
'200410;[30,35);28;905;19014
'200505;[25,30);85;2312;19014
'200210;[ 7, 8);34;253;19014
'200404;[ 0, 0];1059;0;19014
'200506;[ 4, 5);113;507;19014
'200312;[ 3, 4);52;179;19014
'200406;[ 5, 6);77;423;19014
'200111;[ 2, 3);21;54;19014
'199706;[ 9,10);2;19;19014
'199612;[ 4, 5);4;18;19014
'199801;[ 4, 5);4;18;19014
'200011;[ 4, 5);7;31;19014
'200212;[ 7, 8);34;253;19014
'200702;[ 7, 8);108321;809783;19014
'200003;( 0, 1);32;7;19014
'200612;[12,14);108818;1409039;19014
'199204;( 0, 1);16;2;19014
'199611;( 0, 1);21;4;19014
'199812;( 0, 1);23;5;19014
'199704;( 0, 1);21;4;19014
'200704;[ 1, 2);100701;151908;19014
'200704;[ 8, 9);96434;819008;19014
'200106;[50,..);5;464;19014
'200210;[16,18);15;257;19014
'200705;[35,40);927;345099;19014
'200301;[20,25);18;394;19014
'200303;[20,25);20;444;19014
'200111;[10,12);6;67;19014
'200112;[10,12);6;65;19014
'200107;[10,12);5;54;19014
'200705;[25,30);41916;1138199;19014
'200706;[ 0, 0];128398;0;19014
'200103;[16,18);6;101;19014
'200207;[20,25);14;311;19014
'200704;[20,25);85551;1887876;19014
'200706;[50,..);15065;1893557;19014
'200706;[12,14);144347;1869254;19014
'200709;[40,45);6024;254668;19014
'200208;[40,45);5;215;19014
'199910;[30,35);4;131;19014
'199502;[ 6, 7);2;13;19014
'199708;[30,35);2;66;19014
'199809;[ 6, 7);3;20;19014
'199401;[ 5, 6);1;6;19014
'199708;[ 5, 6);1;6;19014
'200801;[20,25);77489;1710348;19014
'199612;[16,18);2;33;19014
'200207;[40,45);4;172;19014
'200804;[50,..);993;1595950;19014
'200011;[18,20);4;75;19014
'200812;[ 8, 9);103816;881637;19014
'200812;[ 2, 3);110511;276581;19014
'199708;[12,14);1;14;19014
'199812;[12,14);1;14;19014
'199410;[20,25);2;44;19014
'199910;[50,..);1;145;19014
'200904;[ 6, 7);110225;714773;19014
'199912;[40,45);1;44;19014
'200905;[ 5, 6);107152;588315;19014
'200907;[18,20);5944;1125600;19014
'200909;[10,12);17758;1942421;19014
'199408;[20,25);1;22;19014
'201005;[ 0, 0];151988;0;19014
'199510;[10,12);1;10;19014
'201101;[30,35);9167;294895;19014
'201103;[35,40);4764;17731;19014
'201104;[35,40);4911;182786;19014
'201108;[ 4, 5);115135;516078;19014
'201108;[ 7, 8);10846;812591;19014
'201104;[10,12);178176;1948128;19014
'201105;[12,14);145821;1889434;19014
'199504;[16,18);1;16;19014
'201202;[30,35);5426;174657;19014
'201111;[10,12);183644;2008701;19014
'201202;[16,18);59282;1003162;19014
'201210;[ 8, 9);101684;863639;19014
'198203;[ 0, 0];1;0;19014
'198408;[ 0, 0];1;0;19014
'201308;[ 7, 8);105763;793033;19014
'201303;[50,..);5347;1144368;19014
'201310;[16,18);74787;1265930;19014
'201407;[18,20);46016;871075;19014
'201406;[10,12);155063;1695909;19014
'201408;[50,..);9517;1090380;19014
'200502;[10,12);125;1379;19014
'200607;[ 3, 4);718;2508;19014
'200602;[ 2, 3);469;1158;19014
'200609;[45,50);114;5417;19014
'200409;[ 8, 9);54;457;19014
'200601;[ 8, 9);200;1696;19014
'200603;[18,20);240;4551;19014
'200604;[16,18);340;5771;19014
'200603;[12,14);596;7724;19014
'200511;[12,14);210;2726;19014
'200501;[ 5, 6);95;525;19014
'200601;[ 5, 6);247;1354;19014
'200206;[ 0, 0];394;0;19014
'200403;[ 0, 0];1018;0;19014
'200505;[12,14);135;176;19014
'200509;[ 7, 8);159;119;19014
'200601;[20,25);248;5477;19014
'200507;[14,16);105;1579;19014
'200311;[ 9,10);41;389;19014
'200208;[45,50);2;95;19014
'200404;[ 3, 4);58;204;19014
'200310;[ 4, 5);47;210;19014
'200309;[16,18);25;427;19014
'200305;[ 9,10);26;247;19014
'200311;[18,20);19;362;19014
'199210;[25,30);2;53;19014
'199711;[25,30);1;26;19014
'199309;[ 4, 5);4;18;19014
'199606;[ 4, 5);4;18;19014
'200702;[ 0, 0];12877;0;19014
'200208;[50,..);22;2013;19014
'199909;[ 2, 3);7;18;19014
'200203;[14,16);11;166;19014
'199311;( 0, 1);21;4;19014
'200203;[16,18);9;153;19014
'200705;[ 8, 9);94069;798407;19014
'199401;[ 2, 3);5;12;19014
'199704;[ 2, 3);6;15;19014
'199302;[ 2, 3);4;10;19014
'200006;[ 6, 7);3;20;19014
'200711;( 0, 1);128682;65635;19014
'199905;[ 5, 6);1;6;19014
'199409;[14,16);1;16;19014
'199507;[16,18);2;33;19014
'199611;[14,16);1;16;19014
'200110;[18,20);5;97;19014
'200805;( 0, 1);12397;62989;19014
'200804;[20,25);80598;1778408;19014
'200808;[35,40);10434;388817;19014
'200809;[ 8, 9);103351;87721;19014
'200809;[35,40);8841;329515;19014
'200810;[ 5, 6);109321;600493;19014
'200903;[ 0, 0];151762;0;19014
'200901;[16,18);79932;1354005;19014
'200907;[35,40);10822;403391;19014
'200908;[ 2, 3);115437;288898;19014
'200909;[14,16);104779;1565643;19014
'199206;[30,35);1;33;19014
'199509;[ 8, 9);1;8;19014
'199908;[ 8, 9);1;9;19014
'201004;[ 3, 4);118287;412817;19014
'199912;[ 3, 4);3;10;19014
'201006;[ 7, 8);103166;77258;19014
'201005;[10,12);176816;1940751;19014
'201009;[ 0, 0];153778;0;19014
'199303;[10,12);1;10;19014
'199605;[10,12);1;10;19014
'199801;[10,12);1;10;19014
'201008;[14,16);99535;1487357;19014
'201101;[50,..);68;1372538;19014
'201101;[20,25);63118;1391164;19014
'201108;[30,35);17692;569728;19014
'201103;[20,25);65588;1445586;19014
'201104;[20,25);62684;1380042;19014
'201109;[ 8, 9);105477;895473;19014
'201111;[50,..);7852;1452185;19014
'199808;[ 6, 7);1;6;19014
'199812;[ 6, 7);1;6;19014
'198402;[ 6, 7);1;7;19014
'198507;[ 7, 8);1;7;19014
'198606;[ 6, 7);1;7;19014
'199104;[ 6, 7);1;7;19014
'201209;[ 0, 0];206835;0;19014
'201210;[ 7, 8);10491;786068;19014
'201211;[35,40);4069;151415;19014
'201302;[20,25);34868;766023;19014
'198002;[ 0, 0];1;0;19014
'198205;[ 0, 0];1;0;19014
'198901;[ 0, 0];1;0;19014
'201303;[14,16);103855;1551245;19014
'198109;[ 0, 0];1;0;19014
'201309;[ 5, 6);111166;608996;19014
'201401;[40,45);1674;708;19014
'201403;[ 3, 4);107328;375546;19014
'201305;[18,20);5737;1086378;19014
'201409;[ 2, 3);70492;175916;19014
'201409;[50,..);5163;1101239;19014
'201410;[16,18);19514;33033;19014
'201410;[18,20);13312;251965;19014
'200504;[10,12);129;1408;19014
'200506;[ 5, 6);121;664;19014
'200509;[ 9,10);130;1237;19014
'200510;[ 8, 9);131;111;19014
'200501;[30,35);37;1196;19014
'200202;[ 6, 7);7;46;19014
'200505;[ 7, 8);115;860;19014
'200410;( 0, 1);284;93;19014
'200603;[35,40);108;402;19014
'200501;[18,20);38;713;19014
'200508;[20,25);143;317;19014
'200501;[10,12);113;1232;19014
'200506;[14,16);98;1467;19014
'200310;[ 6, 7);51;330;19014
'200304;[ 5, 6);54;298;19014
'200403;[ 4, 5);57;255;19014
'199211;[ 9,10);2;19;19014
'199212;[ 9,10);1;10;19014
'199812;[ 0, 0];149;0;19014
'200107;[ 0, 0];225;0;19014
'199402;[ 1, 2);5;9;19014
'199905;[ 1, 2);7;10;19014
'200010;[25,30);5;133;19014
'199912;[ 4, 5);5;23;19014
'199601;[ 4, 5);4;18;19014
'200406;[35,40);19;706;19014
'199507;[25,30);2;53;19014
'200008;[25,30);5;133;19014
'200105;[ 9,10);2;19;19014
'200702;[40,45);2718;114944;19014
'200208;[ 8, 9);28;236;19014
'200304;[ 8, 9);25;212;19014
'200011;[ 2, 3);10;26;19014
'199812;[ 2, 3);7;18;19014
'199408;( 0, 1);22;4;19014
'199503;( 0, 1);22;4;19014
'200704;[ 3, 4);11033;385355;19014
'200212;[20,25);18;394;19014
'200706;[35,40);10087;375553;19014
'199306;[ 2, 3);5;13;19014
'200411;[40,45);10;421;19014
'200201;[ 5, 6);9;48;19014
'200405;[40,45);10;428;19014
'200711;[35,40);6341;236079;19014
'199503;[ 7, 8);2;14;19014
'199803;[ 7, 8);2;14;19014
'199812;[ 7, 8);2;14;19014
'199907;[ 7, 8);2;14;19014
'199511;[30,35);2;64;19014
'199904;[30,35);2;64;19014
'199806;[ 5, 6);1;5;19014
'199707;[ 5, 6);1;6;19014
'200804;[ 2, 3);110316;275231;19014
'200805;[ 9,10);94381;895807;19014
'200805;[ 6, 7);102451;665341;19014
'200805;[20,25);92139;2039235;19014
'200810;[ 6, 7);106897;694009;19014
'200807;[10,12);169412;1859122;19014
'200304;[35,40);6;225;19014
'199609;[12,14);1;13;19014
'199511;[12,14);1;13;19014
'199603;[12,14);1;14;19014
'200902;[ 7, 8);116854;873674;19014
'199612;[20,25);2;44;19014
'199811;[20,25);4;88;19014
'199905;[20,25);3;65;19014
'200006;[20,25);5;108;19014
'200904;[ 3, 4);118239;41243;19014
'200005;[40,45);1;44;19014
'199304;[30,35);1;33;19014
'200006;[ 8, 9);1;8;19014
'201001;[ 4, 5);113026;506705;19014
'200912;[12,14);148284;1920729;19014
'201004;[ 2, 3);114346;284369;19014
'200007;[ 3, 4);5;17;19014
'201009;[30,35);13033;418938;19014
'201103;[ 6, 7);110847;719164;19014
'201109;[ 2, 3);118773;296317;19014
'201108;[50,..);16258;2511914;19014
'201102;[16,18);5942;1004824;19014
'201112;[10,12);182592;2000097;19014
'198405;[ 7, 8);1;7;19014
'201301;[45,50);1253;59292;19014
'201201;[10,12);178758;1958369;19014
'201204;[20,25);6309;1389155;19014
'201207;[ 0, 0];197397;0;19014
'201211;[20,25);564;1241460;19014
'201208;[18,20);54164;1025935;19014
'201302;[ 2, 3);12591;314662;19014
'201303;[ 9,10);99584;945302;19014
'198006;[ 0, 0];1;0;19014
'198106;[ 0, 0];1;0;19014
'198706;[ 0, 0];1;0;19014
'198709;[ 0, 0];1;0;19014
'201401;[ 6, 7);109205;707395;19014
'201404;[ 9,10);89196;844681;19014
'200612;[ 0, 0];106747;0;19014
'200611;[12,14);53356;690701;19014
'200605;[30,35);167;5394;19014
'200512;[ 3, 4);213;738;19014
'200512;[35,40);69;2571;19014
'200507;[ 0, 0];2027;0;19014
'200602;[12,14);482;6244;19014
'200508;[25,30);105;2863;19014
'200205;[ 7, 8);22;163;19014
'200312;[ 7, 8);50;374;19014
'200203;( 0, 1);56;15;19014
'200309;[ 8, 9);31;263;19014
'200407;[ 6, 7);61;395;19014
'200507;[40,45);25;1058;19014
'200510;[40,45);28;1182;19014
'199501;[ 1, 2);5;8;19014
'199612;[ 1, 2);6;9;19014
'200208;[ 1, 2);19;28;19014
'199202;[20,25);3;70;19014
'199209;[25,30);1;26;19014
'199312;[ 4, 5);4;18;19014
'199607;[ 4, 5);4;18;19014
'199809;[ 4, 5);4;18;19014
'200311;[ 7, 8);55;414;19014
'199808;[ 4, 5);4;18;19014
'199306;[ 9,10);2;19;19014
'199412;[ 9,10);1;10;19014
'200702;[ 3, 4);114904;40073;19014
'200311;[ 6, 7);52;338;19014
'200301;[ 6, 7);35;227;19014
'200103;( 0, 1);40;8;19014
'200112;[ 8, 9);4;34;19014
'200704;[ 7, 8);100313;75183;19014
'199506;[ 2, 3);6;15;19014
'199312;[ 2, 3);5;12;19014
'200005;[10,12);2;22;19014
'200709;[ 7, 8);100956;756492;19014
'200710;[45,50);3272;154908;19014
'199711;[30,35);2;64;19014
'200801;[25,30);28792;780249;19014
'199208;[ 5, 6);1;6;19014
'199404;[ 5, 6);1;5;19014
'199408;[ 5, 6);1;6;19014
'199804;[ 5, 6);1;5;19014
'200803;[ 5, 6);107403;589885;19014
'199412;[16,18);1;16;19014
'199510;[16,18);2;33;19014
'199605;[16,18);2;33;19014
'199609;[14,16);1;16;19014
'200006;[14,16);6;91;19014
'200802;[10,12);180234;1974960;19014
'200805;[ 0, 0];124382;0;19014
'200107;[20,25);6;126;19014
'200111;[18,20);7;133;19014
'200006;[18,20);4;75;19014
'200810;[ 7, 8);104341;782177;19014
'200811;[25,30);25936;702554;19014
'200809;[14,16);106308;1588709;19014
'199409;[12,14);1;13;19014
'200811;( 0, 1);134522;67952;19014
'200003;[20,25);4;86;19014
'200811;[12,14);146603;1897898;19014
'200009;[20,25);5;108;19014
'200903;( 0, 1);132425;66141;19014
'200905;[40,45);4956;209659;19014
'200903;[16,18);82506;1396373;19014
'200911;[ 5, 6);113349;621206;19014
'201004;[ 7, 8);108018;808484;19014
'199306;[ 3, 4);2;7;19014
'201007;[45,50);4001;189485;19014
'201008;[ 3, 4);112839;393438;19014
'199812;[10,12);1;10;19014
'201012;[ 1, 2);117961;171241;19014
'201012;[30,35);9348;300699;19014
'201102;[35,40);3207;119524;19014
'201103;[50,..);6733;1274729;19014
'201107;[12,14);138545;1794259;19014
'201105;[50,..);8313;1609490;19014
'201110;( 0, 1);136293;68294;19014
'201202;[ 9,10);104455;991566;19014
'199710;[ 6, 7);1;6;19014
'199901;[ 6, 7);1;6;19014
'201203;[45,50);1411;66775;19014
'199004;[ 6, 7);1;7;19014
'199208;[ 7, 8);1;7;19014
'198803;[ 7, 8);1;7;19014
'199001;[ 7, 8);1;7;19014
'201205;[10,12);17508;1921548;19014
'201209;[ 5, 6);110893;607436;19014
'201208;[50,..);15061;2335274;19014
'201304;[35,40);4581;170464;19014
'198104;[ 0, 0];1;0;19014
'198110;[ 0, 0];1;0;19014
'198503;[ 0, 0];1;0;19014
'201309;[ 1, 2);115244;172435;19014
'201309;[45,50);269;127283;19014
'201311;[ 4, 5);115178;516992;19014
'201312;[50,..);5188;1145319;19014
'201403;[14,16);9703;1448746;19014
'201408;[ 5, 6);97085;531721;19014
'201408;[ 8, 9);8665;735766;19014
'201409;[20,25);31871;702981;19014
'201411;[ 5, 6);2;11;19014
