Date;Steps;CNT;QTY;ZipCode
'199203;[ 0, 0];138;0;19014
'199208;[25,30);2;53;19014
'199703;[25,30);2;53;19014
'199710;[25,30);2;53;19014
'199806;[25,30);1;26;19014
'199210;[ 1, 2);4;6;19014
'200211;[14,16);21;311;19014
'200001;[ 2, 3);7;18;19014
'200303;[18,20);12;227;19014
'200705;[30,35);18245;587395;19014
'200707;[ 2, 3);104283;260027;19014
'199610;[ 2, 3);6;15;19014
'200709;[ 5, 6);104077;570476;19014
'200709;[ 1, 2);107816;16235;19014
'200010;[30,35);5;161;19014
'199611;[30,35);2;64;19014
'200011;[30,35);3;97;19014
'200111;[30,35);5;164;19014
'200709;[12,14);142153;1840036;19014
'200205;[18,20);7;134;19014
'200804;[ 4, 5);111814;500983;19014
'199405;[16,18);1;16;19014
'199702;[14,16);2;30;19014
'199710;[16,18);2;33;19014
'199805;[16,18);2;33;19014
'199908;[16,18);2;33;19014
'200805;[ 7, 8);100686;754957;19014
'200201;[40,45);3;129;19014
'200808;[ 2, 3);112054;280532;19014
'200807;[25,30);39063;1062088;19014
'199602;[12,14);1;13;19014
'199902;[12,14);2;26;19014
'199303;[12,14);1;14;19014
'199809;[12,14);1;13;19014
'200901;[ 7, 8);106014;79467;19014
'200810;[16,18);84118;1424995;19014
'199411;[20,25);3;68;19014
'199601;[20,25);2;44;19014
'199608;[20,25);2;44;19014
'200007;[40,45);1;44;19014
'200907;[ 8, 9);100421;853358;19014
'200905;[18,20);64162;1215005;19014
'200906;[12,14);144989;1876420;19014
'200911;[35,40);5356;199518;19014
'199502;[ 7, 8);1;8;19014
'201001;[30,35);10107;325242;19014
'201002;[25,30);15763;427384;19014
'201004;[ 8, 9);10578;897389;19014
'199304;[ 3, 4);2;7;19014
'199610;[ 3, 4);3;10;19014
'199806;[ 3, 4);2;7;19014
'200003;[ 3, 4);5;17;19014
'201004;[10,12);183955;2011920;19014
'201008;[ 4, 5);109819;492291;19014
'201008;[ 2, 3);111572;278052;19014
'201010;[30,35);11452;368553;19014
'201010;[40,45);3615;152905;19014
'201103;[30,35);9686;311487;19014
'201112;[ 2, 3);116823;289181;19014
'201203;[ 9,10);101739;966015;19014
'198812;[ 7, 8);1;7;19014
'201204;[40,45);2722;114912;19014
'201205;[40,45);3762;159229;19014
'201207;[ 8, 9);99459;844691;19014
'201208;[ 0, 0];203241;0;19014
'201206;[10,12);173076;1893212;19014
'198305;[ 0, 0];1;0;19014
'198310;[ 0, 0];1;0;19014
'201309;[ 0, 0];220996;0;19014
'201310;[ 8, 9);10241;869561;19014
'201312;[18,20);45462;86009;19014
'201401;[ 5, 6);110756;60622;19014
'201402;[45,50);830;39296;19014
'201404;[ 7, 8);100528;753182;19014
'201310;[50,..);6894;1206733;19014
'201404;[16,18);6469;1094607;19014
'201410;[ 0, 0];66697;0;19014
'201410;[ 7, 8);30597;229173;19014
'201408;[14,16);85102;1271372;19014
'200609;[ 0, 0];10486;0;19014
'200604;[ 3, 4);463;1616;19014
'200609;[20,25);1266;281;19014
'200409;[ 5, 6);83;456;19014
'200412;[ 0, 0];1268;0;19014
'200607;[18,20);465;8795;19014
'200507;[12,14);166;2161;19014
'200509;[ 5, 6);143;785;19014
'200407;[18,20);28;526;19014
'200304;[30,35);13;428;19014
'200408;[12,14);75;970;19014
'200411;[ 7, 8);80;601;19014
'199609;[ 9,10);2;19;19014
'199707;[ 0, 0];147;0;19014
'199304;[ 1, 2);5;8;19014
'200103;[ 1, 2);11;15;19014
'200204;[ 1, 2);18;26;19014
'200212;[ 1, 2);25;36;19014
'200403;[ 1, 2);70;100;19014
'199609;[ 4, 5);4;18;19014
'200212;[25,30);12;326;19014
'199404;[ 4, 5);4;18;19014
'200308;[50,..);39;4091;19014
'200503;[45,50);15;722;19014
'200306;[ 5, 6);55;303;19014
'200204;[ 8, 9);17;143;19014
'200702;[ 8, 9);105191;892188;19014
'199601;( 0, 1);22;4;19014
'200704;[30,35);14569;467636;19014
'200704;[25,30);32758;886832;19014
'200204;[16,18);6;101;19014
'200705;[ 5, 6);99764;547267;19014
'199712;[ 2, 3);6;15;19014
'200110;[30,35);7;226;19014
'199207;[ 2, 3);5;12;19014
'199403;[ 2, 3);5;12;19014
'200706;[10,12);171841;1880925;19014
'200707;[25,30);45609;1239364;19014
'200311;[40,45);9;379;19014
'200801;[40,45);3479;147206;19014
'199511;[ 5, 6);1;5;19014
'200802;[35,40);494;184058;19014
'199311;[14,16);1;16;19014
'199703;[16,18);2;33;19014
'199912;[18,20);1;19;19014
'199604;[12,14);1;13;19014
'199806;[12,14);1;13;19014
'199904;[12,14);1;13;19014
'200211;[35,40);5;187;19014
'200902;[ 4, 5);1261;565683;19014
'200902;[25,30);15865;429826;19014
'199806;[20,25);4;88;19014
'200106;[20,25);5;108;19014
'200906;[ 9,10);94587;895922;19014
'200907;[40,45);6943;293883;19014
'200908;[ 6, 7);109596;711267;19014
'200912;[ 1, 2);111992;169312;19014
'199305;[30,35);1;34;19014
'201003;[40,45);3404;14393;19014
'199308;[ 3, 4);3;10;19014
'199512;[ 3, 4);3;10;19014
'201005;[20,25);8617;1906286;19014
'201010;[ 3, 4);112943;393903;19014
'199610;[10,12);1;10;19014
'201010;[35,40);5997;223468;19014
'201012;[ 4, 5);112191;502013;19014
'201012;[50,..);6808;1356706;19014
'201105;[ 1, 2);117189;170429;19014
'201106;[ 5, 6);113874;623025;19014
'200005;[14,16);4;61;19014
'200003;[14,16);4;61;19014
'198609;[ 6, 7);1;7;19014
'201208;[ 6, 7);106676;692743;19014
'201304;[45,50);1771;83741;19014
'201306;[ 6, 7);109849;712284;19014
'198309;[ 0, 0];1;0;19014
'201403;[ 5, 6);107412;591311;19014
'201311;[12,14);138273;1788730;19014
'201309;[20,25);63504;1401153;19014
'201309;[50,..);9854;1407494;19014
'201408;[ 9,10);82695;784155;19014
'201409;[12,14);72247;934117;19014
'201411;[10,12);2;23;19014
'201411;[45,50);4;192;19014
'201411;[16,18);1;17;19014
'200602;[ 6, 7);412;2684;19014
'200510;[12,14);210;2728;19014
'200402;[50,..);45;15825;19014
'200508;[ 2, 3);142;357;19014
'200602;[35,40);66;2455;19014
'200503;[18,20);54;1021;19014
'200411;[14,16);54;809;19014
'200405;[ 3, 4);68;234;19014
'200406;[ 3, 4);62;218;19014
'200507;[ 2, 3);134;338;19014
'199406;[ 0, 0];142;0;19014
'199311;[ 9,10);2;19;19014
'199601;[ 9,10);1;10;19014
'200002;[ 0, 0];164;0;19014
'199306;[ 1, 2);6;9;19014
'199609;[ 1, 2);7;10;19014
'200105;[ 1, 2);11;15;19014
'200012;[25,30);5;133;19014
'199508;[ 4, 5);4;18;19014
'199810;[ 4, 5);4;18;19014
'200112;[ 4, 5);11;49;19014
'200111;[ 1, 2);16;23;19014
'200404;[45,50);9;425;19014
'200203;[ 8, 9);9;77;19014
'199210;( 0, 1);17;2;19014
'199212;( 0, 1);18;3;19014
'200112;[50,..);8;769;19014
'200705;[ 2, 3);100904;250831;19014
'200112;[16,18);7;117;19014
'200208;[20,25);15;331;19014
'200112;[30,35);7;226;19014
'199303;[ 2, 3);5;12;19014
'199606;[ 2, 3);6;15;19014
'199210;[ 2, 3);5;12;19014
'200202;[12,14);13;170;19014
'200710;[ 0, 0];125004;0;19014
'200710;[ 7, 8);99365;74418;19014
'200001;[30,35);4;131;19014
'199907;[30,35);4;131;19014
'199611;[ 6, 7);3;20;19014
'199910;[ 7, 8);2;14;19014
'200712;[50,..);9068;1262574;19014
'200710;[14,16);116591;1742447;19014
'199601;[ 5, 6);1;6;19014
'199701;[ 5, 6);1;6;19014
'199705;[ 5, 6);1;6;19014
'199509;[14,16);1;16;19014
'199910;[16,18);2;33;19014
'200009;[50,..);2;191;19014
'200802;[16,18);75061;1271056;19014
'200809;[ 2, 3);117102;292319;19014
'199304;[12,14);1;13;19014
'199311;[12,14);1;13;19014
'199412;[12,14);1;14;19014
'200902;[35,40);3611;134508;19014
'200903;[ 8, 9);103905;881639;19014
'200908;[30,35);17905;576384;19014
'200910;[ 8, 9);103432;877746;19014
'200002;[ 8, 9);1;8;19014
'201001;[ 9,10);99884;947286;19014
'199306;[20,25);2;47;19014
'199207;[ 3, 4);3;10;19014
'199602;[ 3, 4);2;6;19014
'201005;[ 2, 3);109341;272863;19014
'199205;[10,12);1;10;19014
'201012;[40,45);2701;114261;19014
'201011;[50,..);6995;1389201;19014
'201105;[30,35);12584;405242;19014
'201106;( 0, 1);133701;67474;19014
'201106;[10,12);178755;1954786;19014
'200101;[14,16);4;61;19014
'201203;[ 5, 6);112586;617791;19014
'201209;[ 9,10);94484;894793;19014
'201211;[10,12);177849;1944876;19014
'201302;[ 3, 4);124993;435973;19014
'201303;[ 8, 9);103923;882306;19014
'198303;[ 0, 0];1;0;19014
'199108;[ 0, 0];1;0;19014
'201308;[ 1, 2);113418;171004;19014
'201307;[10,12);166885;1828637;19014
'201311;[ 1, 2);117753;174109;19014
'201405;[ 8, 9);91253;774602;19014
'201407;[ 0, 0];20044;0;19014
'201407;[ 3, 4);100246;349994;19014
'201405;[16,18);72657;1229917;19014
'200612;[25,30);21789;590096;19014
'200610;[12,14);7097;92044;19014
'200603;[ 1, 2);639;933;19014
'200609;[ 9,10);1096;10404;19014
'200609;[ 8, 9);1107;9409;19014
'200603;[ 5, 6);431;2369;19014
'200608;[45,50);96;4552;19014
'200607;[16,18);588;9989;19014
'200604;[25,30);226;6131;19014
'200402;[ 6, 7);56;364;19014
'200406;( 0, 1);250;83;19014
'200308;[ 8, 9);41;344;19014
'200212;[ 3, 4);34;116;19014
'200307;[ 3, 4);45;154;19014
'200312;[25,30);29;780;19014
'200501;[ 6, 7);77;497;19014
'200305;[35,40);11;410;19014
'200308;[35,40);17;633;19014
'200303;[12,14);36;467;19014
'200304;[ 2, 3);43;110;19014
'200308;[14,16);31;467;19014
'199509;[ 0, 0];142;0;19014
'200401;[ 1, 2);68;97;19014
'199808;[25,30);2;53;19014
'200204;[25,30);10;275;19014
'199505;[ 4, 5);4;18;19014
'200011;[25,30);6;163;19014
'200106;[25,30);7;193;19014
'199610;[ 4, 5);4;18;19014
'199302;[ 8, 9);1;9;19014
'200101;[ 9,10);1;10;19014
'200408;[45,50);9;433;19014
'200306;[ 8, 9);25;212;19014
'199910;( 0, 1);25;6;19014
'199803;( 0, 1);22;4;19014
'200205;[14,16);14;210;19014
'200105;[50,..);5;479;19014
'200009;[16,18);4;67;19014
'200203;[30,35);7;226;19014
'199305;[ 2, 3);5;12;19014
'199903;[10,12);2;22;19014
'200711;[ 0, 0];128134;0;19014
'199604;[ 6, 7);2;14;19014
'199412;[30,35);2;66;19014
'199601;[30,35);2;66;19014
'199509;[ 6, 7);2;14;19014
'200306;[18,20);12;228;19014
'200803;[45,50);2447;115616;19014
'199204;[14,16);1;16;19014
'200108;[20,25);7;149;19014
'200807;[ 2, 3);110088;275655;19014
'200809;[ 7, 8);105857;793045;19014
'199506;[12,14);1;13;19014
'199401;[12,14);1;14;19014
'200901;[ 9,10);99836;947653;19014
'200901;[ 2, 3);110868;277153;19014
'199902;[18,20);2;38;19014
'199611;[20,25);3;68;19014
'200907;[30,35);19213;618286;19014
'200103;[ 8, 9);1;9;19014
'199611;[ 3, 4);2;7;19014
'201005;[35,40);8285;308717;19014
'201003;[10,12);182031;1997398;19014
'201006;[ 4, 5);110036;493782;19014
'201008;[30,35);16629;535868;19014
'199210;[10,12);1;10;19014
'199310;[10,12);1;10;19014
'201101;[ 3, 4);11761;409566;19014
'201103;[45,50);1726;81717;19014
'201012;[16,18);75104;1270650;19014
'201105;[40,45);373;157835;19014
'201109;[12,14);1393;1802184;19014
'199102;[ 6, 7);1;7;19014
'198403;[ 7, 8);1;7;19014
'201206;[ 4, 5);112308;503848;19014
'201305;[ 5, 6);10708;588347;19014
'199001;[ 0, 0];1;0;19014
'198211;[ 0, 0];1;0;19014
'201308;[ 8, 9);98951;841072;19014
'201311;[ 8, 9);105373;894469;19014
'201401;[30,35);619;198866;19014
'201409;[ 7, 8);62494;468042;19014
'201410;[30,35);262;84235;19014
'200612;[ 3, 4);7994;278022;19014
'200511;[ 3, 4);187;657;19014
'200609;[12,14);1678;21752;19014
'200409;[ 0, 0];1168;0;19014
'200605;[ 8, 9);431;3661;19014
'200311;[50,..);43;4353;19014
'200401;[50,..);50;16973;19014
'200403;( 0, 1);229;77;19014
'200212;[45,50);3;144;19014
'200211;[ 5, 6);46;254;19014
'200506;[30,35);54;1744;19014
'200411;[12,14);75;960;19014
'200506;[40,45);20;848;19014
'199305;[ 0, 0];140;0;19014
'200008;[ 9,10);1;10;19014
'200111;[ 9,10);5;47;19014
'199704;[ 0, 0];148;0;19014
'199906;[ 0, 0];150;0;19014
'200108;[ 0, 0];237;0;19014
'199705;[ 1, 2);6;9;19014
'199410;[ 0, 0];141;0;19014
'199708;[ 0, 0];147;0;19014
'199908;[25,30);2;53;19014
'200009;[25,30);6;163;19014
'199407;[ 4, 5);4;18;19014
'199809;[ 9,10);2;19;19014
'199203;[25,30);2;53;19014
'199412;[25,30);2;53;19014
'199602;[20,25);4;90;19014
'200701;[ 3, 4);104799;365509;19014
'200303;[10,12);33;357;19014
'199302;( 0, 1);18;4;19014
'199709;( 0, 1);21;4;19014
'200703;[20,25);87801;1939793;19014
'199205;[ 2, 3);5;12;19014
'199211;[ 2, 3);5;13;19014
'199406;[ 2, 3);5;13;19014
'200001;[10,12);2;22;19014
'200709;[ 2, 3);108259;270585;19014
'200708;( 0, 1);119867;62239;19014
'200210;[40,45);5;215;19014
'199812;[30,35);3;96;19014
'199510;[ 7, 8);2;14;19014
'199806;[ 6, 7);3;20;19014
'199404;[30,35);2;64;19014
'199709;[30,35);2;64;19014
'199712;[ 5, 6);1;6;19014
'200711;[18,20);58506;1106190;19014
'199210;[16,18);1;16;19014
'200110;[20,25);7;149;19014
'200806;[12,14);143966;1863895;19014
'199905;[18,20);1;19;19014
'200807;[12,14);141718;1836553;19014
'200008;[12,14);5;65;19014
'199912;[12,14);3;38;19014
'199712;[20,25);3;65;19014
'199912;[20,25);3;65;19014
'200003;[50,..);1;145;19014
'200903;[35,40);5509;205065;19014
'200901;[10,12);179511;1969251;19014
'200902;[10,12);176416;1931701;19014
'200907;[ 1, 2);109699;164747;19014
'200907;[ 7, 8);104481;783216;19014
'200908;[ 9,10);94657;897899;19014
'200909;[45,50);3094;146338;19014
'200911;[30,35);10592;340109;19014
'199205;[30,35);1;34;19014
'199907;[ 8, 9);1;9;19014
'201001;[20,25);69131;1525592;19014
'199210;[ 3, 4);3;10;19014
'199407;[ 3, 4);3;10;19014
'199702;[ 4, 5);2;9;19014
'201003;[18,20);58896;1115092;19014
'201007;[ 1, 2);108181;160054;19014
'201007;[14,16);102439;1530476;19014
'199503;[10,12);1;10;19014
'199808;[10,12);1;10;19014
'201102;[40,45);198;83654;19014
'201107;[35,40);9982;371932;19014
'201202;[ 1, 2);12367;185971;19014
'201110;[50,..);10164;1660274;19014
'201110;[14,16);108912;1626656;19014
'199704;[16,18);1;16;19014
'201201;[30,35);7461;2399;19014
'199203;[ 7, 8);1;7;19014
'200002;[16,18);2;33;19014
'201209;[30,35);13781;442829;19014
'201211;[14,16);101076;1509455;19014
'201304;[ 3, 4);116923;408282;19014
'198705;[ 0, 0];1;0;19014
'199007;[ 0, 0];1;0;19014
'199012;[ 0, 0];1;0;19014
'198611;[ 0, 0];1;0;19014
'201308;[ 4, 5);111329;498984;19014
'201309;[ 9,10);94866;898752;19014
'201411;[30,35);3;104;19014
'200610;[ 7, 8);487;36536;19014
'200602;[50,..);190;49101;19014
'200607;[ 9,10);623;5918;19014
'200608;[25,30);560;15255;19014
'200511;[18,20);104;1977;19014
'200407;[50,..);60;18144;19014
'200410;[50,..);66;21301;19014
'200506;[50,..);119;30993;19014
'200211;[ 7, 8);36;271;19014
'200501;[ 7, 8);87;653;19014
'200508;[ 1, 2);174;250;19014
'200512;[ 1, 2);269;392;19014
'200512;[45,50);26;1247;19014
'200302;[30,35);12;381;19014
'200211;[ 2, 3);40;103;19014
'200402;[12,14);50;644;19014
'200404;[14,16);39;581;19014
'199301;[ 9,10);1;10;19014
'199510;[ 9,10);1;10;19014
'199605;[ 0, 0];141;0;19014
'199810;[ 0, 0];149;0;19014
'200503;[40,45);21;891;19014
'200302;[ 1, 2);27;42;19014
'200305;[ 1, 2);28;40;19014
'199601;[25,30);2;53;19014
'199211;[ 4, 5);4;18;19014
'199507;[ 4, 5);4;18;19014
'200105;[ 4, 5);9;40;19014
'199606;[ 9,10);2;19;19014
'199709;[ 9,10);2;19;19014
'200309;[45,50);7;331;19014
'199604;( 0, 1);21;4;19014
'200002;[ 2, 3);9;23;19014
'199505;[ 2, 3);6;15;19014
'200710;[ 1, 2);108297;160172;19014
'200305;[40,45);6;259;19014
'200007;[ 7, 8);3;22;19014
'199506;[30,35);2;64;19014
'199703;[30,35);2;66;19014
'199806;[30,35);2;64;19014
'200712;[40,45);3677;155535;19014
'200710;[16,18);88719;1502625;19014
'199307;[ 5, 6);1;6;19014
'200110;[14,16);7;106;19014
'199606;[14,16);1;16;19014
'199901;[16,18);2;33;19014
'199306;[14,16);1;16;19014
'200801;[18,20);5963;1129056;19014
'200807;[30,35);19392;625046;19014
'200807;[18,20);60752;1150940;19014
'200806;[16,18);82277;1393485;19014
'200809;[20,25);75651;1672948;19014
'200812;[ 6, 7);106785;693456;19014
'200810;[50,..);13681;1746088;19014
'199702;[12,14);1;12;19014
'200902;[ 9,10);104173;988174;19014
'200002;[50,..);1;135;19014
'200007;[50,..);1;145;19014
'200812;[10,12);179384;1968360;19014
'200903;[ 6, 7);106578;691901;19014
'200903;[ 9,10);101564;964146;19014
'200904;[30,35);1176;377498;19014
'200907;[25,30);38011;1033251;19014
'199603;[ 8, 9);1;9;19014
'199605;[ 8, 9);1;9;19014
'199508;[ 8, 9);1;9;19014
'199304;[20,25);2;47;19014
'201004;[ 1, 2);114007;167403;19014
'199802;[ 4, 5);2;9;19014
'201001;[18,20);54913;1039290;19014
'201006;[40,45);5239;221475;19014
'201003;[16,18);83875;1419559;19014
'199401;[10,12);1;10;19014
'199701;[10,12);1;10;19014
'201011;[40,45);2818;118966;19014
'201010;[50,..);8458;1637366;19014
'201107;[ 9,10);98035;929631;19014
'201110;[ 5, 6);113045;620854;19014
'201111;[ 4, 5);119012;534238;19014
'201106;[14,16);107062;1599432;19014
'201107;[14,16);10615;1586000;19014
'201301;[35,40);3259;121479;19014
'201207;[ 1, 2);112014;166053;19014
'201208;[ 1, 2);110655;166324;19014
'201205;[18,20);58991;1117121;19014
'201302;[ 6, 7);118447;767767;19014
'198612;[ 0, 0];1;0;19014
'198711;[ 0, 0];1;0;19014
'198112;[ 0, 0];1;0;19014
'201304;[12,14);142073;1838289;19014
'201311;[ 3, 4);120558;420963;19014
'201311;[35,40);352;130937;19014
'201401;[20,25);51121;1125308;19014
'201407;[ 4, 5);99517;44617;19014
'201410;[25,30);6139;166467;19014
'200608;[ 0, 0];9398;0;19014
'200509;( 0, 1);598;206;19014
'200406;[ 8, 9);48;407;19014
'200410;[ 8, 9);63;531;19014
'200405;[ 0, 0];1087;0;19014
'200406;[50,..);56;17277;19014
'200701;[ 6, 7);100946;654883;19014
'200508;[ 7, 8);143;1072;19014
'200411;[18,20);30;568;19014
'200601;[ 6, 7);221;1435;19014
'200311;[45,50);7;331;19014
'200512;[40,45);33;139;19014
'200408;[14,16);44;664;19014
'200209;[12,14);22;280;19014
'200504;[40,45);20;848;19014
'200301;[ 2, 3);34;86;19014
'200308;[25,30);26;698;19014
'200309;[ 4, 5);42;188;19014
'200405;[20,25);53;1182;19014
'199412;[ 0, 0];141;0;19014
'199612;[ 0, 0];141;0;19014
'200508;[40,45);26;1099;19014
'199501;[25,30);2;53;19014
'199604;[25,30);1;26;19014
'200002;[20,25);6;139;19014
'199909;[ 4, 5);5;22;19014
'199504;[ 4, 5);4;18;19014
'199506;[ 4, 5);4;18;19014
'199904;[ 4, 5);4;18;19014
'199905;[ 4, 5);4;18;19014
'200103;[ 4, 5);7;31;19014
'199206;[ 4, 5);4;18;19014
'199804;[ 9,10);2;19;19014
'200005;[ 1, 2);9;12;19014
'200703;[ 9,10);92801;880222;19014
'200305;[18,20);12;227;19014
'201404;[ 1, 2);117972;170339;19014
'200706;[ 6, 7);102966;667439;19014
'200109;[ 6, 7);5;33;19014
'200201;[ 6, 7);3;19;19014
'200705;[20,25);99953;2213144;19014
'200708;[ 8, 9);95489;810743;19014
'200310;[40,45);9;387;19014
'200012;[ 7, 8);3;22;19014
'199802;[25,30);1;29;19014
'200207;[35,40);5;188;19014
'200711;[12,14);147518;1909846;19014
'200803;[ 9,10);97221;922986;19014
'199608;[16,18);2;33;19014
'199408;[16,18);1;16;19014
'200805;[ 5, 6);105171;577481;19014
'200805;[45,50);3852;182347;19014
'200810;[25,30);33187;901332;19014
'200808;[10,12);170387;1869833;19014
'200812;[ 9,10);99987;949352;19014
'200901;[30,35);10337;332814;19014
'200001;[20,25);3;65;19014
'200906;[ 3, 4);11581;404204;19014
'200908;[35,40);10172;379332;19014
'200910;[ 5, 6);112119;614968;19014
'200908;[10,12);173152;1897227;19014
'200003;[ 8, 9);1;9;19014
'201002;[ 3, 4);127447;444148;19014
'199206;[20,25);2;47;19014
'199308;[20,25);1;22;19014
'201002;[12,14);134498;1736527;19014
'199408;[ 3, 4);3;10;19014
'201006;[ 5, 6);107118;586535;19014
'199805;[10,12);1;10;19014
'201011;[18,20);48688;920262;19014
'201110;[ 9,10);102558;973164;19014
'201110;[ 7, 8);107044;801544;19014
'201202;[ 7, 8);117246;877931;19014
'201204;[ 0, 0];200548;0;19014
'198605;[ 7, 8);1;7;19014
'201204;[ 3, 4);11719;410068;19014
'201205;[ 5, 6);108194;593805;19014
'201205;[25,30);30337;823566;19014
'201207;[35,40);10129;377514;19014
'201210;[40,45);3443;145757;19014
'201207;[12,14);13514;1750236;19014
'201303;[25,30);19685;533115;19014
'201303;[ 3, 4);114456;399595;19014
'201305;[50,..);8179;1411370;19014
'201310;[35,40);4898;182341;19014
'201312;[ 9,10);98385;932613;19014
'201401;[ 8, 9);104351;885435;19014
'201401;[ 2, 3);111022;275729;19014
'201405;[18,20);50049;947611;19014
'201401;[12,14);136578;1766888;19014
'201406;[ 1, 2);106175;15681;19014
'201410;[ 4, 5);33561;150139;19014
'200608;( 0, 1);3291;1306;19014
'200605;( 0, 1);2049;752;19014
'200605;[20,25);496;11;19014
'200608;[20,25);1055;23411;19014
'200604;[ 7, 8);452;3387;19014
'200409;[ 1, 2);85;122;19014
'200410;[ 1, 2);84;121;19014
'200404;[25,30);36;969;19014
'200505;[ 4, 5);107;480;19014
'200404;[10,12);69;752;19014
'200312;[45,50);7;337;19014
'200502;[20,25);100;2245;19014
'200412;[ 6, 7);66;427;19014
'200308;[ 5, 6);55;304;19014
'200407;[35,40);24;891;19014
'200401;[12,14);59;764;19014
'200401;[ 2, 3);59;151;19014
'199604;[ 9,10);2;19;19014
'199412;[ 1, 2);5;8;19014
'200111;[25,30);8;218;19014
'199303;[ 0, 0];140;0;19014
'199309;[25,30);1;26;19014
'200202;[20,25);10;227;19014
'199604;[ 1, 2);7;10;19014
'200702;[ 4, 5);116684;523689;19014
'200702;[ 5, 6);109785;603044;19014
'200212;[14,16);20;301;19014
'200206;[ 6, 7);25;166;19014
'200111;[50,..);7;645;19014
'200705;[14,16);120189;1797060;19014
'199405;[ 2, 3);5;12;19014
'199409;[ 2, 3);5;13;19014
'199602;[ 2, 3);6;15;19014
'200708;[ 6, 7);100617;65264;19014
'200102;[10,12);4;44;19014
'200706;[16,18);86693;1467964;19014
'200007;[30,35);5;161;19014
'200002;[ 6, 7);2;13;19014
'199804;[30,35);2;64;19014
'199705;[ 7, 8);2;14;19014
'200712;[ 9,10);95805;909298;19014
'200712;[ 8, 9);100019;850146;19014
'199812;[ 5, 6);1;6;19014
'199801;[ 5, 6);1;6;19014
'200108;[ 8, 9);2;17;19014
'200201;[18,20);5;97;19014
'200808;[ 4, 5);113208;509349;19014
'200808;[ 3, 4);113733;397576;19014
'200004;[18,20);4;75;19014
'200306;[35,40);6;225;19014
'199802;[12,14);1;12;19014
'200812;[14,16);111796;1670666;19014
'200902;[16,18);63172;1068231;19014
'200908;[20,25);80132;1775572;19014
'200912;[ 2, 3);11214;280769;19014
'199912;[ 8, 9);1;9;19014
'199812;[ 8, 9);1;9;19014
'201002;[ 7, 8);11773;879992;19014
'200911;[16,18);76935;1301867;19014
'201005;[ 9,10);99225;942121;19014
'201006;[10,12);171398;1874846;19014
'201009;( 0, 1);135451;7234;19014
'199305;[10,12);1;10;19014
'199402;[ 9,10);1;9;19014
'199603;[10,12);1;10;19014
'201009;[20,25);66063;1459619;19014
'201012;( 0, 1);139128;70912;19014
'201104;[ 1, 2);115592;170779;19014
'201101;[16,18);76074;1286952;19014
'201104;( 0, 1);13902;71924;19014
'201107;[ 3, 4);11619;405325;19014
'199609;[16,18);1;16;19014
'201111;[20,25);62278;1372812;19014
'198709;[ 6, 7);1;7;19014
'198710;[ 7, 8);1;7;19014
'198808;[ 7, 8);1;7;19014
'201209;[ 8, 9);103416;877499;19014
'201210;[30,35);1176;378376;19014
'201211;[ 4, 5);115533;519115;19014
'201210;[14,16);105691;1579321;19014
'201304;[ 6, 7);110722;717756;19014
'198406;[ 0, 0];1;0;19014
'198801;[ 0, 0];1;0;19014
'198807;[ 0, 0];1;0;19014
'201307;[ 1, 2);113485;170181;19014
'201309;[25,30);25119;680928;19014
'201310;[ 2, 3);113429;283313;19014
'201307;[50,..);12282;1789956;19014
'201406;[40,45);3295;1393;19014
'201407;[14,16);88541;1322707;19014
'200612;[ 6, 7);77062;499595;19014
'200412;[ 1, 2);92;134;19014
'200412;( 0, 1);298;95;19014
'200408;[10,12);76;827;19014
'200308;[45,50);6;288;19014
'200412;[45,50);11;533;19014
'200606;[45,50);44;2091;19014
'200112;[ 3, 4);11;37;19014
'200403;[ 3, 4);61;210;19014
'200312;[ 5, 6);61;337;19014
'200202;[10,12);13;143;19014
'200501;[ 2, 3);91;231;19014
'199209;[ 9,10);2;19;19014
'199305;[ 9,10);1;10;19014
'199403;[ 9,10);1;10;19014
'199308;[ 1, 2);5;8;19014
'199508;[ 1, 2);6;9;19014
'199610;[ 1, 2);6;9;19014
'200008;[ 1, 2);10;14;19014
'199901;[25,30);2;53;19014
'199509;[ 4, 5);4;18;19014
'199302;[20,25);3;68;19014
'200208;[ 7, 8);25;186;19014
'199805;[ 1, 2);6;9;19014
'199808;[ 1, 2);7;10;19014
'200207;[50,..);21;1931;19014
'200303;[ 6, 7);36;233;19014
'200301;[ 8, 9);31;261;19014
'199412;( 0, 1);22;4;19014
'200701;[50,..);8768;1279214;19014
'200304;[20,25);20;450;19014
'200704;( 0, 1);122785;65662;19014
'200707;[12,14);140473;1819905;19014
'200308;[40,45);9;387;19014
'199504;[ 6, 7);2;14;19014
'199702;[25,30);1;29;19014
'200801;[ 0, 0];132451;0;19014
'200801;[ 1, 2);112947;168569;19014
'199409;[ 5, 6);1;5;19014
'199609;[ 5, 6);1;5;19014
'199905;[16,18);2;33;19014
'200203;[40,45);4;172;19014
'200805;[18,20);65473;1240080;19014
'199704;[12,14);1;13;19014
'199803;[12,14);1;14;19014
'200901;[ 3, 4);115078;402648;19014
'200901;[14,16);110681;1654205;19014
'200003;[40,45);1;44;19014
'200905;[20,25);87963;1945683;19014
'200907;[20,25);85613;1897096;19014
'200910;[ 9,10);99581;944459;19014
'200911;[ 0, 0];144119;0;19014
'200910;[50,..);989;2041566;19014
'199504;[ 8, 9);1;8;19014
'199212;[20,25);1;22;19014
'199310;[ 3, 4);3;10;19014
